Observation_id,Phase,Behaviour,Behavioural_category,Modifier,Point_Event_Count,Phase_Duration_s,Rate
L'amour_FRF_20112022_0955,Silence_1,Look,Reaction,Away from speaker,2,95,0.021052631578947368
L'amour_FRF_20112022_0955,Silence_2,FVO,Reaction,Distance,2,397,0.005037783375314861
L'amour_FRF_20112022_0955,Silence_2,HSH,Reaction,None,1,397,0.0025188916876574307
L'amour_FRF_20112022_0955,Silence_2,Look,Reaction,At speaker,2,397,0.005037783375314861
L'amour_FRF_20112022_0955,Silence_2,Look,Reaction,Away from speaker,4,397,0.010075566750629723
L'amour_FRF_20112022_0955,Silence_3,FVO,Reaction,Other,1,713,0.001402524544179523
L'amour_FRF_20112022_0955,Silence_3,HSH,Reaction,None,1,713,0.001402524544179523
L'amour_FRF_20112022_0955,Silence_3,Htlt,Reaction,None,1,713,0.001402524544179523
L'amour_FRF_20112022_0955,Silence_3,Look,Reaction,Away from speaker,1,713,0.001402524544179523
L'amour_PRF_11112022_0915,Dishabituation,FVO,Reaction,Distance,3,641,0.0046801872074883
L'amour_PRF_11112022_0915,Dishabituation,Fllw,Interaction,Kin,4,641,0.0062402496099844
L'amour_PRF_11112022_0915,Dishabituation,HSH,Reaction,None,1,641,0.0015600624024961
L'amour_PRF_11112022_0915,Dishabituation,Look,Reaction,At speaker,5,641,0.0078003120124804995
L'amour_PRF_11112022_0915,Dishabituation,Look,Reaction,Away from speaker,75,641,0.11700468018720749
L'amour_PRF_11112022_0915,Dishabituation,Voc,Reaction,Contact,1,641,0.0015600624024961
L'amour_PRF_11112022_0915,Habituation,FVO,Reaction,Distance,5,340,0.014705882352941176
L'amour_PRF_11112022_0915,Habituation,FVO,Reaction,Other,4,340,0.011764705882352941
L'amour_PRF_11112022_0915,Habituation,HSH,Reaction,None,1,340,0.0029411764705882353
L'amour_PRF_11112022_0915,Habituation,Htlt,Reaction,None,2,340,0.0058823529411764705
L'amour_PRF_11112022_0915,Habituation,Look,Reaction,At speaker,13,340,0.03823529411764706
L'amour_PRF_11112022_0915,Habituation,Look,Reaction,Away from speaker,7,340,0.020588235294117647
L'amour_PRF_11112022_0915,Habituation,Voc,Reaction,Contact,6,340,0.01764705882352941
L'amour_PRF_11112022_0915,Silence_1,FVO,Reaction,Distance,3,95,0.031578947368421054
L'amour_PRF_11112022_0915,Silence_1,FVO,Reaction,Other,3,95,0.031578947368421054
L'amour_PRF_11112022_0915,Silence_1,HSH,Reaction,None,1,95,0.010526315789473684
L'amour_PRF_11112022_0915,Silence_1,Htlt,Reaction,None,1,95,0.010526315789473684
L'amour_PRF_11112022_0915,Silence_1,Look,Reaction,At speaker,4,95,0.042105263157894736
L'amour_PRF_11112022_0915,Silence_1,Look,Reaction,Away from speaker,2,95,0.021052631578947368
L'amour_PRF_11112022_0915,Silence_2,FVO,Reaction,Distance,2,395,0.005063291139240506
L'amour_PRF_11112022_0915,Silence_2,Fllw,Interaction,Kin,1,395,0.002531645569620253
L'amour_PRF_11112022_0915,Silence_2,Look,Reaction,At speaker,10,395,0.02531645569620253
L'amour_PRF_11112022_0915,Silence_2,Look,Reaction,Away from speaker,6,395,0.015189873417721518
L'amour_PRF_11112022_0915,Silence_2,Voc,Reaction,Contact,1,395,0.002531645569620253
L'amour_PRF_11112022_0915,Silence_3,Look,Reaction,At speaker,3,714,0.004201680672268907
L'amour_PRF_11112022_0915,Silence_3,Look,Reaction,Away from speaker,2,714,0.0028011204481792717
Lando_FC_12112022_0911,Dishabituation,FVO,Reaction,Distance,10,648,0.015432098765432098
Lando_FC_12112022_0911,Dishabituation,FVO,Reaction,Other,22,648,0.033950617283950615
Lando_FC_12112022_0911,Dishabituation,Look,Reaction,At speaker,15,648,0.023148148148148147
Lando_FC_12112022_0911,Dishabituation,Look,Reaction,Away from speaker,16,648,0.024691358024691357
Lando_FC_12112022_0911,Dishabituation,Voc,Reaction,Contact,3,648,0.004629629629629629
Lando_FC_12112022_0911,Dishabituation,Voc,Reaction,Distance,2,648,0.0030864197530864196
Lando_FC_12112022_0911,Dishabituation,Voc,Reaction,Other,8,648,0.012345679012345678
Lando_FC_12112022_0911,Habituation,FVO,Reaction,Distance,5,329,0.015197568389057751
Lando_FC_12112022_0911,Habituation,FVO,Reaction,Other,5,329,0.015197568389057751
Lando_FC_12112022_0911,Habituation,HSH,Reaction,None,1,329,0.00303951367781155
Lando_FC_12112022_0911,Habituation,Look,Reaction,At speaker,48,329,0.1458966565349544
Lando_FC_12112022_0911,Habituation,Look,Reaction,Away from speaker,2,329,0.0060790273556231
Lando_FC_12112022_0911,Habituation,Voc,Reaction,Contact,2,329,0.0060790273556231
Lando_FC_12112022_0911,Habituation,Voc,Reaction,Other,1,329,0.00303951367781155
Lando_FC_12112022_0911,Silence_1,FVO,Reaction,Distance,1,78,0.01282051282051282
Lando_FC_12112022_0911,Silence_1,HSH,Reaction,None,1,78,0.01282051282051282
Lando_FC_12112022_0911,Silence_1,Look,Reaction,At speaker,16,78,0.20512820512820512
Lando_FC_12112022_0911,Silence_2,FVO,Reaction,Distance,2,378,0.005291005291005291
Lando_FC_12112022_0911,Silence_2,FVO,Reaction,Other,1,378,0.0026455026455026454
Lando_FC_12112022_0911,Silence_2,Look,Reaction,At speaker,6,378,0.015873015873015872
Lando_FC_12112022_0911,Silence_3,Htlt,Reaction,None,1,714,0.0014005602240896359
Lando_FC_12112022_0911,Silence_3,Look,Reaction,Away from speaker,7,714,0.00980392156862745
Lando_FC_14102022_1049,Dishabituation,FVO,Reaction,Distance,6,641,0.0093603744149766
Lando_FC_14102022_1049,Dishabituation,FVO,Reaction,Other,3,641,0.0046801872074883
Lando_FC_14102022_1049,Dishabituation,Look,Reaction,At speaker,1,641,0.0015600624024961
Lando_FC_14102022_1049,Dishabituation,Look,Reaction,Away from speaker,4,641,0.0062402496099844
Lando_FC_14102022_1049,Habituation,FVO,Reaction,Distance,5,341,0.01466275659824047
Lando_FC_14102022_1049,Silence_1,FVO,Reaction,Distance,1,98,0.01020408163265306
Lando_FC_14102022_1049,Silence_2,FVO,Reaction,Distance,5,398,0.01256281407035176
Lando_FC_14102022_1049,Silence_3,FVO,Reaction,Other,1,715,0.0013986013986013986
Lando_FRF_24112022_1041,Dishabituation,Agn,Interaction,Towards other,2,644,0.003105590062111801
Lando_FRF_24112022_1041,Dishabituation,FVO,Reaction,Distance,1,644,0.0015527950310559005
Lando_FRF_24112022_1041,Dishabituation,FVO,Reaction,Other,5,644,0.007763975155279503
Lando_FRF_24112022_1041,Dishabituation,Fllw,Interaction,Kin,1,644,0.0015527950310559005
Lando_FRF_24112022_1041,Dishabituation,HSH,Reaction,None,5,644,0.007763975155279503
Lando_FRF_24112022_1041,Dishabituation,Htlt,Reaction,None,1,644,0.0015527950310559005
Lando_FRF_24112022_1041,Dishabituation,Look,Reaction,At speaker,19,644,0.029503105590062112
Lando_FRF_24112022_1041,Dishabituation,Look,Reaction,Away from speaker,19,644,0.029503105590062112
Lando_FRF_24112022_1041,Dishabituation,Voc,Reaction,Contact,2,644,0.003105590062111801
Lando_FRF_24112022_1041,Habituation,HSH,Reaction,None,1,354,0.002824858757062147
Lando_FRF_24112022_1041,Habituation,Htlt,Reaction,None,4,354,0.011299435028248588
Lando_FRF_24112022_1041,Habituation,Look,Reaction,At speaker,4,354,0.011299435028248588
Lando_FRF_24112022_1041,Habituation,Look,Reaction,Away from speaker,6,354,0.01694915254237288
Lando_FRF_24112022_1041,Silence_1,HSH,Reaction,None,4,95,0.042105263157894736
Lando_FRF_24112022_1041,Silence_1,Look,Reaction,At speaker,17,95,0.17894736842105263
Lando_FRF_24112022_1041,Silence_1,Look,Reaction,Away from speaker,6,95,0.06315789473684211
Lando_FRF_24112022_1041,Silence_1,Voc,Reaction,Contact,2,95,0.021052631578947368
Lando_FRF_24112022_1041,Silence_2,NA,NA,NA,0,399,0
Lando_FRF_24112022_1041,Silence_3,Agn,Interaction,Towards other,1,709,0.0014104372355430183
Lando_FRF_24112022_1041,Silence_3,HSH,Reaction,None,1,709,0.0014104372355430183
Lando_FRF_24112022_1041,Silence_3,Look,Reaction,At speaker,2,709,0.0028208744710860366
Lando_FRF_24112022_1041,Silence_3,Look,Reaction,Away from speaker,6,709,0.00846262341325811
Lando_FRF_24112022_1041,Silence_3,Voc,Reaction,Contact,3,709,0.004231311706629055
Lando_FRF_24112022_1041,Silence_3,Voc,Reaction,Other,2,709,0.0028208744710860366
Lando_FRF_25102022_1007,Dishabituation,FVO,Reaction,Distance,27,650,0.04153846153846154
Lando_FRF_25102022_1007,Dishabituation,FVO,Reaction,Other,2,650,0.003076923076923077
Lando_FRF_25102022_1007,Dishabituation,FVO,Reaction,Recruitment,1,650,0.0015384615384615385
Lando_FRF_25102022_1007,Dishabituation,Htlt,Reaction,None,10,650,0.015384615384615385
Lando_FRF_25102022_1007,Dishabituation,Look,Reaction,At speaker,3,650,0.004615384615384616
Lando_FRF_25102022_1007,Dishabituation,Look,Reaction,Away from speaker,46,650,0.07076923076923076
Lando_FRF_25102022_1007,Dishabituation,Voc,Reaction,Contact,1,650,0.0015384615384615385
Lando_FRF_25102022_1007,Dishabituation,Voc,Reaction,Recruitment,9,650,0.013846153846153847
Lando_FRF_25102022_1007,Habituation,Agn,Interaction,Towards other,3,349,0.008595988538681949
Lando_FRF_25102022_1007,Habituation,FVO,Reaction,Distance,13,349,0.03724928366762178
Lando_FRF_25102022_1007,Habituation,FVO,Reaction,Other,1,349,0.0028653295128939827
Lando_FRF_25102022_1007,Habituation,FVO,Reaction,Recruitment,1,349,0.0028653295128939827
Lando_FRF_25102022_1007,Habituation,Htlt,Reaction,None,5,349,0.014326647564469915
Lando_FRF_25102022_1007,Habituation,Look,Reaction,At speaker,9,349,0.025787965616045846
Lando_FRF_25102022_1007,Habituation,Look,Reaction,Away from speaker,46,349,0.1318051575931232
Lando_FRF_25102022_1007,Habituation,Voc,Reaction,Contact,1,349,0.0028653295128939827
Lando_FRF_25102022_1007,Habituation,Voc,Reaction,Recruitment,1,349,0.0028653295128939827
Lando_FRF_25102022_1007,Silence_1,FVO,Reaction,Distance,4,105,0.0380952380952381
Lando_FRF_25102022_1007,Silence_1,FVO,Reaction,Other,3,105,0.02857142857142857
Lando_FRF_25102022_1007,Silence_1,FVO,Reaction,Recruitment,3,105,0.02857142857142857
Lando_FRF_25102022_1007,Silence_1,Htlt,Reaction,None,1,105,0.009523809523809525
Lando_FRF_25102022_1007,Silence_1,Look,Reaction,At speaker,6,105,0.05714285714285714
Lando_FRF_25102022_1007,Silence_1,Look,Reaction,Away from speaker,9,105,0.08571428571428572
Lando_FRF_25102022_1007,Silence_1,Voc,Reaction,Contact,1,105,0.009523809523809525
Lando_FRF_25102022_1007,Silence_1,Voc,Reaction,Recruitment,1,105,0.009523809523809525
Lando_FRF_25102022_1007,Silence_2,FVO,Reaction,Distance,6,405,0.014814814814814815
Lando_FRF_25102022_1007,Silence_2,Look,Reaction,Away from speaker,4,405,0.009876543209876543
Lando_FRF_25102022_1007,Silence_2,Voc,Reaction,Contact,1,405,0.0024691358024691358
Lando_FRF_25102022_1007,Silence_2,Voc,Reaction,Recruitment,2,405,0.0049382716049382715
Lando_FRF_25102022_1007,Silence_3,FVO,Reaction,Distance,11,743,0.014804845222072678
Lando_FRF_25102022_1007,Silence_3,Htlt,Reaction,None,5,743,0.006729475100942127
Lando_FRF_25102022_1007,Silence_3,Look,Reaction,At speaker,7,743,0.009421265141318977
Lando_FRF_25102022_1007,Silence_3,Look,Reaction,Away from speaker,3,743,0.004037685060565276
Lando_FRF_25102022_1007,Silence_3,Voc,Reaction,Recruitment,2,743,0.0026917900403768506
Lando_FRP_11112022_1013,Dishabituation,FVO,Reaction,Other,2,664,0.0030120481927710845
Lando_FRP_11112022_1013,Dishabituation,Htlt,Reaction,None,2,664,0.0030120481927710845
Lando_FRP_11112022_1013,Dishabituation,Look,Reaction,At speaker,3,664,0.004518072289156626
Lando_FRP_11112022_1013,Dishabituation,Look,Reaction,Away from speaker,2,664,0.0030120481927710845
Lando_FRP_11112022_1013,Dishabituation,Voc,Reaction,Contact,2,664,0.0030120481927710845
Lando_FRP_11112022_1013,Dishabituation,Voc,Reaction,Distance,1,664,0.0015060240963855422
Lando_FRP_11112022_1013,Habituation,NA,NA,NA,0,372,0
Lando_FRP_11112022_1013,Silence_1,NA,NA,NA,0,122,0
Lando_FRP_11112022_1013,Silence_2,Htlt,Reaction,None,1,418,0.0023923444976076554
Lando_FRP_11112022_1013,Silence_2,Look,Reaction,At speaker,1,418,0.0023923444976076554
Lando_FRP_11112022_1013,Silence_3,FVO,Reaction,Distance,1,752,0.0013297872340425532
Lando_FRP_11112022_1013,Silence_3,Look,Reaction,Away from speaker,1,752,0.0013297872340425532
Lando_FRP_28102022_1040,Dishabituation,FVO,Reaction,Departure,18,645,0.027906976744186046
Lando_FRP_28102022_1040,Dishabituation,FVO,Reaction,Distance,22,645,0.034108527131782945
Lando_FRP_28102022_1040,Dishabituation,FVO,Reaction,Other,3,645,0.004651162790697674
Lando_FRP_28102022_1040,Dishabituation,FVO,Reaction,Recruitment,7,645,0.010852713178294573
Lando_FRP_28102022_1040,Dishabituation,Look,Reaction,At speaker,6,645,0.009302325581395349
Lando_FRP_28102022_1040,Dishabituation,Look,Reaction,Away from speaker,2,645,0.0031007751937984496
Lando_FRP_28102022_1040,Dishabituation,Voc,Reaction,Distance,4,645,0.006201550387596899
Lando_FRP_28102022_1040,Habituation,FVO,Reaction,Departure,11,343,0.03206997084548105
Lando_FRP_28102022_1040,Habituation,FVO,Reaction,Distance,16,343,0.04664723032069971
Lando_FRP_28102022_1040,Habituation,FVO,Reaction,Other,6,343,0.01749271137026239
Lando_FRP_28102022_1040,Habituation,FVO,Reaction,Recruitment,1,343,0.0029154518950437317
Lando_FRP_28102022_1040,Habituation,Look,Reaction,At speaker,7,343,0.02040816326530612
Lando_FRP_28102022_1040,Habituation,Look,Reaction,Away from speaker,1,343,0.0029154518950437317
Lando_FRP_28102022_1040,Silence_1,FVO,Reaction,Distance,4,91,0.04395604395604396
Lando_FRP_28102022_1040,Silence_1,FVO,Reaction,Other,5,91,0.054945054945054944
Lando_FRP_28102022_1040,Silence_2,FVO,Reaction,Distance,3,391,0.0076726342710997444
Lando_FRP_28102022_1040,Silence_2,FVO,Reaction,Other,1,391,0.0025575447570332483
Lando_FRP_28102022_1040,Silence_3,FVO,Reaction,Departure,20,737,0.027137042062415198
Lando_FRP_28102022_1040,Silence_3,FVO,Reaction,Distance,16,737,0.021709633649932156
Lauffuss_FC_19102022_1145,Dishabituation,Htlt,Reaction,None,1,656,0.001524390243902439
Lauffuss_FC_19102022_1145,Dishabituation,Look,Reaction,Away from speaker,1,656,0.001524390243902439
Lauffuss_FC_19102022_1145,Habituation,Htlt,Reaction,None,5,356,0.014044943820224719
Lauffuss_FC_19102022_1145,Habituation,Look,Reaction,At speaker,2,356,0.0056179775280898875
Lauffuss_FC_19102022_1145,Habituation,Look,Reaction,Away from speaker,5,356,0.014044943820224719
Lauffuss_FC_19102022_1145,Silence_1,FVO,Reaction,Distance,1,112,0.008928571428571428
Lauffuss_FC_19102022_1145,Silence_1,FVO,Reaction,Other,1,112,0.008928571428571428
Lauffuss_FC_19102022_1145,Silence_1,Htlt,Reaction,None,1,112,0.008928571428571428
Lauffuss_FC_19102022_1145,Silence_1,Look,Reaction,At speaker,2,112,0.017857142857142856
Lauffuss_FC_19102022_1145,Silence_1,Look,Reaction,Away from speaker,10,112,0.08928571428571429
Lauffuss_FC_19102022_1145,Silence_2,NA,NA,NA,0,412,0
Lauffuss_FC_19102022_1145,Silence_3,NA,NA,NA,0,740,0
Lauffuss_FRF_31102022_0842,Dishabituation,FVO,Reaction,Distance,15,698,0.02148997134670487
Lauffuss_FRF_31102022_0842,Dishabituation,FVO,Reaction,Other,4,698,0.0057306590257879654
Lauffuss_FRF_31102022_0842,Dishabituation,Fllw,Interaction,Kin,1,698,0.0014326647564469914
Lauffuss_FRF_31102022_0842,Dishabituation,Htlt,Reaction,None,3,698,0.004297994269340974
Lauffuss_FRF_31102022_0842,Dishabituation,Look,Reaction,At speaker,9,698,0.012893982808022923
Lauffuss_FRF_31102022_0842,Dishabituation,Look,Reaction,Away from speaker,10,698,0.014326647564469915
Lauffuss_FRF_31102022_0842,Dishabituation,Voc,Reaction,Contact,1,698,0.0014326647564469914
Lauffuss_FRF_31102022_0842,Habituation,Agn,Interaction,Towards other,1,356,0.0028089887640449437
Lauffuss_FRF_31102022_0842,Habituation,FVO,Reaction,Distance,15,356,0.042134831460674156
Lauffuss_FRF_31102022_0842,Habituation,HSH,Reaction,None,1,356,0.0028089887640449437
Lauffuss_FRF_31102022_0842,Habituation,Htlt,Reaction,None,5,356,0.014044943820224719
Lauffuss_FRF_31102022_0842,Habituation,Look,Reaction,At speaker,21,356,0.05898876404494382
Lauffuss_FRF_31102022_0842,Habituation,Look,Reaction,Away from speaker,13,356,0.03651685393258427
Lauffuss_FRF_31102022_0842,Silence_1,FVO,Reaction,Distance,8,107,0.07476635514018691
Lauffuss_FRF_31102022_0842,Silence_1,FVO,Reaction,Other,19,107,0.17757009345794392
Lauffuss_FRF_31102022_0842,Silence_1,HSH,Reaction,None,1,107,0.009345794392523364
Lauffuss_FRF_31102022_0842,Silence_1,Look,Reaction,At speaker,8,107,0.07476635514018691
Lauffuss_FRF_31102022_0842,Silence_1,Look,Reaction,Away from speaker,10,107,0.09345794392523364
Lauffuss_FRF_31102022_0842,Silence_2,FVO,Reaction,Distance,5,406,0.012315270935960592
Lauffuss_FRF_31102022_0842,Silence_2,FVO,Reaction,Other,3,406,0.007389162561576354
Lauffuss_FRF_31102022_0842,Silence_3,FVO,Reaction,Distance,17,764,0.02225130890052356
Lauffuss_FRF_31102022_0842,Silence_3,FVO,Reaction,Other,16,764,0.020942408376963352
Laufuss_PRF_30102022_0959,Dishabituation,FVO,Reaction,Departure,1,632,0.0015822784810126582
Laufuss_PRF_30102022_0959,Dishabituation,FVO,Reaction,Recruitment,7,632,0.011075949367088608
Laufuss_PRF_30102022_0959,Dishabituation,HSH,Reaction,None,1,632,0.0015822784810126582
Laufuss_PRF_30102022_0959,Dishabituation,Htlt,Reaction,None,6,632,0.00949367088607595
Laufuss_PRF_30102022_0959,Dishabituation,Look,Reaction,At speaker,26,632,0.04113924050632911
Laufuss_PRF_30102022_0959,Dishabituation,Look,Reaction,Away from speaker,22,632,0.03481012658227848
Laufuss_PRF_30102022_0959,Dishabituation,Voc,Reaction,Contact,1,632,0.0015822784810126582
Laufuss_PRF_30102022_0959,Dishabituation,Voc,Reaction,Distance,1,632,0.0015822784810126582
Laufuss_PRF_30102022_0959,Dishabituation,Voc,Reaction,Recruitment,2,632,0.0031645569620253164
Laufuss_PRF_30102022_0959,Habituation,FVO,Reaction,Departure,3,332,0.009036144578313253
Laufuss_PRF_30102022_0959,Habituation,Htlt,Reaction,None,8,332,0.024096385542168676
Laufuss_PRF_30102022_0959,Habituation,Look,Reaction,At speaker,37,332,0.11144578313253012
Laufuss_PRF_30102022_0959,Habituation,Look,Reaction,Away from speaker,23,332,0.06927710843373494
Laufuss_PRF_30102022_0959,Habituation,Voc,Reaction,Distance,2,332,0.006024096385542169
Laufuss_PRF_30102022_0959,Habituation,Voc,Reaction,Recruitment,2,332,0.006024096385542169
Laufuss_PRF_30102022_0959,Silence_1,FVO,Reaction,Departure,6,86,0.06976744186046512
Laufuss_PRF_30102022_0959,Silence_1,Htlt,Reaction,None,1,86,0.011627906976744186
Laufuss_PRF_30102022_0959,Silence_1,Look,Reaction,At speaker,18,86,0.20930232558139536
Laufuss_PRF_30102022_0959,Silence_1,Look,Reaction,Away from speaker,14,86,0.16279069767441862
Laufuss_PRF_30102022_0959,Silence_2,FVO,Reaction,Departure,2,386,0.0051813471502590676
Laufuss_PRF_30102022_0959,Silence_2,HSH,Reaction,None,2,386,0.0051813471502590676
Laufuss_PRF_30102022_0959,Silence_2,Htlt,Reaction,None,2,386,0.0051813471502590676
Laufuss_PRF_30102022_0959,Silence_2,Look,Reaction,At speaker,1,386,0.0025906735751295338
Laufuss_PRF_30102022_0959,Silence_2,Look,Reaction,Away from speaker,12,386,0.031088082901554404
Laufuss_PRF_30102022_0959,Silence_3,Dep,Locomotion,With kin,1,771,0.0012970168612191958
Laufuss_PRF_30102022_0959,Silence_3,FVO,Reaction,Departure,3,771,0.0038910505836575876
Laufuss_PRF_30102022_0959,Silence_3,FVO,Reaction,Recruitment,2,771,0.0025940337224383916
Laufuss_PRF_30102022_0959,Silence_3,Fllw,Interaction,Kin,1,771,0.0012970168612191958
Laufuss_PRF_30102022_0959,Silence_3,HSH,Reaction,None,1,771,0.0012970168612191958
Laufuss_PRF_30102022_0959,Silence_3,Htlt,Reaction,None,1,771,0.0012970168612191958
Laufuss_PRF_30102022_0959,Silence_3,Look,Reaction,At speaker,32,771,0.041504539559014265
Laufuss_PRF_30102022_0959,Silence_3,Look,Reaction,Away from speaker,23,771,0.029831387808041506
Laufuss_PRF_30102022_0959,Silence_3,Voc,Reaction,Contact,3,771,0.0038910505836575876
Laufuss_PRF_30102022_0959,Silence_3,Voc,Reaction,Recruitment,6,771,0.007782101167315175
Lausbursch_FC_14112022_0901,Dishabituation,FVO,Reaction,Distance,6,631,0.009508716323296355
Lausbursch_FC_14112022_0901,Dishabituation,Htlt,Reaction,None,3,631,0.004754358161648178
Lausbursch_FC_14112022_0901,Dishabituation,Look,Reaction,At speaker,17,631,0.02694136291600634
Lausbursch_FC_14112022_0901,Dishabituation,Look,Reaction,Away from speaker,37,631,0.058637083993660855
Lausbursch_FC_14112022_0901,Dishabituation,Voc,Reaction,Contact,3,631,0.004754358161648178
Lausbursch_FC_14112022_0901,Habituation,FVO,Reaction,Distance,4,329,0.0121580547112462
Lausbursch_FC_14112022_0901,Habituation,HSH,Reaction,None,1,329,0.00303951367781155
Lausbursch_FC_14112022_0901,Habituation,Htlt,Reaction,None,12,329,0.0364741641337386
Lausbursch_FC_14112022_0901,Habituation,Look,Reaction,At speaker,75,329,0.22796352583586627
Lausbursch_FC_14112022_0901,Habituation,Look,Reaction,Away from speaker,7,329,0.02127659574468085
Lausbursch_FC_14112022_0901,Silence_1,Agn,Interaction,Towards other,1,81,0.012345679012345678
Lausbursch_FC_14112022_0901,Silence_1,FVO,Reaction,Distance,4,81,0.04938271604938271
Lausbursch_FC_14112022_0901,Silence_1,HSH,Reaction,None,2,81,0.024691358024691357
Lausbursch_FC_14112022_0901,Silence_1,Htlt,Reaction,None,1,81,0.012345679012345678
Lausbursch_FC_14112022_0901,Silence_1,Look,Reaction,At speaker,11,81,0.13580246913580246
Lausbursch_FC_14112022_0901,Silence_1,Look,Reaction,Away from speaker,10,81,0.12345679012345678
Lausbursch_FC_14112022_0901,Silence_2,Agn,Interaction,Towards other,1,382,0.002617801047120419
Lausbursch_FC_14112022_0901,Silence_2,FVO,Reaction,Distance,2,382,0.005235602094240838
Lausbursch_FC_14112022_0901,Silence_2,FVO,Reaction,Other,2,382,0.005235602094240838
Lausbursch_FC_14112022_0901,Silence_2,Htlt,Reaction,None,4,382,0.010471204188481676
Lausbursch_FC_14112022_0901,Silence_2,Look,Reaction,At speaker,13,382,0.034031413612565446
Lausbursch_FC_14112022_0901,Silence_2,Look,Reaction,Away from speaker,7,382,0.01832460732984293
Lausbursch_FC_14112022_0901,Silence_2,Voc,Reaction,Contact,2,382,0.005235602094240838
Lausbursch_FC_14112022_0901,Silence_3,FVO,Reaction,Distance,1,725,0.001379310344827586
Lausbursch_FC_14112022_0901,Silence_3,Look,Reaction,At speaker,5,725,0.006896551724137931
Lausbursch_FC_14112022_0901,Silence_3,Look,Reaction,Away from speaker,15,725,0.020689655172413793
Lausbursch_FC_19102022_1021,Dishabituation,Look,Reaction,At speaker,3,642,0.004672897196261682
Lausbursch_FC_19102022_1021,Dishabituation,Look,Reaction,Away from speaker,21,642,0.03271028037383177
Lausbursch_FC_19102022_1021,Dishabituation,Voc,Reaction,Contact,1,642,0.001557632398753894
Lausbursch_FC_19102022_1021,Habituation,Look,Reaction,Away from speaker,4,351,0.011396011396011397
Lausbursch_FC_19102022_1021,Habituation,Voc,Reaction,Contact,1,351,0.002849002849002849
Lausbursch_FC_19102022_1021,Habituation,Voc,Reaction,Other,3,351,0.008547008547008548
Lausbursch_FC_19102022_1021,Silence_1,Htlt,Reaction,None,2,98,0.02040816326530612
Lausbursch_FC_19102022_1021,Silence_1,Look,Reaction,At speaker,3,98,0.030612244897959183
Lausbursch_FC_19102022_1021,Silence_1,Look,Reaction,Away from speaker,6,98,0.061224489795918366
Lausbursch_FC_19102022_1021,Silence_2,Look,Reaction,Away from speaker,4,398,0.010050251256281407
Lausbursch_FC_19102022_1021,Silence_2,Voc,Reaction,Contact,1,398,0.002512562814070352
Lausbursch_FC_19102022_1021,Silence_3,Look,Reaction,Away from speaker,1,766,0.0013054830287206266
Lausbursch_FRF_20112022_0903,Dishabituation,FVO,Reaction,Distance,2,664,0.0030120481927710845
Lausbursch_FRF_20112022_0903,Dishabituation,FVO,Reaction,Other,1,664,0.0015060240963855422
Lausbursch_FRF_20112022_0903,Dishabituation,HSH,Reaction,None,1,664,0.0015060240963855422
Lausbursch_FRF_20112022_0903,Dishabituation,Htlt,Reaction,None,1,664,0.0015060240963855422
Lausbursch_FRF_20112022_0903,Dishabituation,Look,Reaction,At speaker,6,664,0.009036144578313253
Lausbursch_FRF_20112022_0903,Dishabituation,Look,Reaction,Away from speaker,4,664,0.006024096385542169
Lausbursch_FRF_20112022_0903,Habituation,Look,Reaction,At speaker,11,324,0.033950617283950615
Lausbursch_FRF_20112022_0903,Habituation,Voc,Reaction,Contact,1,324,0.0030864197530864196
Lausbursch_FRF_20112022_0903,Silence_1,FVO,Reaction,Distance,1,76,0.013157894736842105
Lausbursch_FRF_20112022_0903,Silence_1,FVO,Reaction,Other,2,76,0.02631578947368421
Lausbursch_FRF_20112022_0903,Silence_1,Look,Reaction,At speaker,13,76,0.17105263157894737
Lausbursch_FRF_20112022_0903,Silence_2,FVO,Reaction,Other,8,382,0.020942408376963352
Lausbursch_FRF_20112022_0903,Silence_3,FVO,Reaction,Other,5,736,0.006793478260869565
Lausbursch_FRF_23102022_1000,Dishabituation,FVO,Reaction,Distance,16,673,0.0237741456166419
Lausbursch_FRF_23102022_1000,Dishabituation,FVO,Reaction,Other,1,673,0.0014858841010401188
Lausbursch_FRF_23102022_1000,Dishabituation,Look,Reaction,At speaker,2,673,0.0029717682020802376
Lausbursch_FRF_23102022_1000,Dishabituation,Look,Reaction,Away from speaker,1,673,0.0014858841010401188
Lausbursch_FRF_23102022_1000,Dishabituation,Voc,Reaction,Distance,1,673,0.0014858841010401188
Lausbursch_FRF_23102022_1000,Habituation,Agn,Interaction,Towards other,2,383,0.005221932114882507
Lausbursch_FRF_23102022_1000,Habituation,FVO,Reaction,Distance,7,383,0.018276762402088774
Lausbursch_FRF_23102022_1000,Habituation,FVO,Reaction,Other,17,383,0.044386422976501305
Lausbursch_FRF_23102022_1000,Habituation,Fllw,Interaction,Kin,3,383,0.007832898172323759
Lausbursch_FRF_23102022_1000,Habituation,HSH,Reaction,None,2,383,0.005221932114882507
Lausbursch_FRF_23102022_1000,Habituation,Look,Reaction,At speaker,12,383,0.031331592689295036
Lausbursch_FRF_23102022_1000,Habituation,Look,Reaction,Away from speaker,20,383,0.05221932114882506
Lausbursch_FRF_23102022_1000,Habituation,Voc,Reaction,Contact,3,383,0.007832898172323759
Lausbursch_FRF_23102022_1000,Silence_1,FVO,Reaction,Distance,7,120,0.058333333333333334
Lausbursch_FRF_23102022_1000,Silence_1,FVO,Reaction,Other,3,120,0.025
