Observation_id,Phase,Behaviour,Behavioural_category,Modifier,Point_Event_Count,Phase_Duration_s,Rate
Bruce Springsteen_FRF_21112022_0913,Habituation,Voc,Reaction,Contact,4,346,0.011560693641618497
Bruce Springsteen_FRF_21112022_0913,Silence_1,Look,Reaction,Away from speaker,2,101,0.019801980198019802
Bruce Springsteen_FRF_21112022_0913,Silence_1,Voc,Reaction,Contact,3,101,0.0297029702970297
Bruce Springsteen_FRF_21112022_0913,Silence_1,Voc,Reaction,Other,2,101,0.019801980198019802
Bruce Springsteen_FRF_21112022_0913,Silence_2,NA,NA,NA,0,402,0
Bruce Springsteen_FRF_21112022_0913,Silence_3,Agn,Interaction,Towards other,3,725,0.004137931034482759
Bruce Springsteen_FRF_21112022_0913,Silence_3,Htlt,Reaction,None,2,725,0.002758620689655172
Bruce Springsteen_FRF_21112022_0913,Silence_3,Look,Reaction,At speaker,4,725,0.005517241379310344
Bruce Springsteen_FRF_21112022_0913,Silence_3,Look,Reaction,Away from speaker,8,725,0.011034482758620689
Bruce Springsteen_FRF_21112022_0913,Silence_3,Voc,Reaction,Contact,2,725,0.002758620689655172
Bruce Springsteen_PRF_09112022_0915,Dishabituation,FVO,Reaction,Distance,7,659,0.010622154779969651
Bruce Springsteen_PRF_09112022_0915,Dishabituation,FVO,Reaction,Other,3,659,0.004552352048558422
Bruce Springsteen_PRF_09112022_0915,Dishabituation,Htlt,Reaction,None,5,659,0.007587253414264037
Bruce Springsteen_PRF_09112022_0915,Dishabituation,Look,Reaction,At speaker,1,659,0.0015174506828528073
Bruce Springsteen_PRF_09112022_0915,Dishabituation,Look,Reaction,Away from speaker,6,659,0.009104704097116844
Bruce Springsteen_PRF_09112022_0915,Habituation,FVO,Reaction,Distance,4,351,0.011396011396011397
Bruce Springsteen_PRF_09112022_0915,Habituation,FVO,Reaction,Other,2,351,0.005698005698005698
Bruce Springsteen_PRF_09112022_0915,Habituation,Htlt,Reaction,None,3,351,0.008547008547008548
Bruce Springsteen_PRF_09112022_0915,Habituation,Look,Reaction,At speaker,4,351,0.011396011396011397
Bruce Springsteen_PRF_09112022_0915,Habituation,Look,Reaction,Away from speaker,7,351,0.019943019943019943
Bruce Springsteen_PRF_09112022_0915,Habituation,Voc,Reaction,Contact,1,351,0.002849002849002849
Bruce Springsteen_PRF_09112022_0915,Silence_1,Agn,Interaction,Towards other,1,100,0.01
Bruce Springsteen_PRF_09112022_0915,Silence_1,FVO,Reaction,Other,2,100,0.02
Bruce Springsteen_PRF_09112022_0915,Silence_1,Htlt,Reaction,None,3,100,0.03
Bruce Springsteen_PRF_09112022_0915,Silence_1,Look,Reaction,At speaker,6,100,0.06
Bruce Springsteen_PRF_09112022_0915,Silence_1,Look,Reaction,Away from speaker,5,100,0.05
Bruce Springsteen_PRF_09112022_0915,Silence_2,FVO,Reaction,Distance,5,415,0.012048192771084338
Bruce Springsteen_PRF_09112022_0915,Silence_2,Htlt,Reaction,None,3,415,0.007228915662650603
Bruce Springsteen_PRF_09112022_0915,Silence_2,Look,Reaction,At speaker,2,415,0.004819277108433735
Bruce Springsteen_PRF_09112022_0915,Silence_2,Look,Reaction,Away from speaker,2,415,0.004819277108433735
Bruce Springsteen_PRF_09112022_0915,Silence_3,FVO,Reaction,Distance,11,794,0.013853904282115869
Bruce Springsteen_PRF_09112022_0915,Silence_3,FVO,Reaction,Other,3,794,0.003778337531486146
Diamante_FC_14112022_1008,Dishabituation,HSH,Reaction,None,1,620,0.0016129032258064516
Diamante_FC_14112022_1008,Dishabituation,Htlt,Reaction,None,2,620,0.0032258064516129032
Diamante_FC_14112022_1008,Dishabituation,Look,Reaction,At speaker,5,620,0.008064516129032258
Diamante_FC_14112022_1008,Dishabituation,Look,Reaction,Away from speaker,14,620,0.02258064516129032
Diamante_FC_14112022_1008,Dishabituation,Voc,Reaction,Contact,1,620,0.0016129032258064516
Diamante_FC_14112022_1008,Habituation,Agn,Interaction,Towards other,1,330,0.0030303030303030303
Diamante_FC_14112022_1008,Habituation,HSH,Reaction,None,2,330,0.006060606060606061
Diamante_FC_14112022_1008,Habituation,Htlt,Reaction,None,1,330,0.0030303030303030303
Diamante_FC_14112022_1008,Habituation,Look,Reaction,At speaker,15,330,0.045454545454545456
Diamante_FC_14112022_1008,Habituation,Look,Reaction,Away from speaker,18,330,0.05454545454545454
Diamante_FC_14112022_1008,Habituation,Voc,Reaction,Contact,1,330,0.0030303030303030303
Diamante_FC_14112022_1008,Silence_1,Htlt,Reaction,None,1,75,0.013333333333333334
Diamante_FC_14112022_1008,Silence_1,Look,Reaction,Away from speaker,1,75,0.013333333333333334
Diamante_FC_14112022_1008,Silence_2,Look,Reaction,Away from speaker,1,374,0.00267379679144385
Diamante_FC_14112022_1008,Silence_3,FVO,Reaction,Distance,3,683,0.004392386530014641
Diamante_FC_14112022_1008,Silence_3,Look,Reaction,At speaker,5,683,0.007320644216691069
Diamante_FC_14112022_1008,Silence_3,Look,Reaction,Away from speaker,5,683,0.007320644216691069
Diamante_FC_31102022_0944,Dishabituation,HSH,Reaction,None,2,654,0.0030581039755351682
Diamante_FC_31102022_0944,Dishabituation,Htlt,Reaction,None,3,654,0.0045871559633027525
Diamante_FC_31102022_0944,Dishabituation,Look,Reaction,At speaker,6,654,0.009174311926605505
Diamante_FC_31102022_0944,Dishabituation,Look,Reaction,Away from speaker,5,654,0.00764525993883792
Diamante_FC_31102022_0944,Dishabituation,Voc,Reaction,Contact,6,654,0.009174311926605505
Diamante_FC_31102022_0944,Habituation,Fllw,Interaction,Kin,1,359,0.002785515320334262
Diamante_FC_31102022_0944,Habituation,HSH,Reaction,None,4,359,0.011142061281337047
Diamante_FC_31102022_0944,Habituation,Htlt,Reaction,None,1,359,0.002785515320334262
Diamante_FC_31102022_0944,Habituation,Look,Reaction,At speaker,21,359,0.0584958217270195
Diamante_FC_31102022_0944,Habituation,Look,Reaction,Away from speaker,35,359,0.09749303621169916
Diamante_FC_31102022_0944,Habituation,Voc,Reaction,Contact,2,359,0.005571030640668524
Diamante_FC_31102022_0944,Silence_1,Fllw,Interaction,Kin,1,110,0.00909090909090909
Diamante_FC_31102022_0944,Silence_1,Htlt,Reaction,None,1,110,0.00909090909090909
Diamante_FC_31102022_0944,Silence_1,Look,Reaction,At speaker,4,110,0.03636363636363636
Diamante_FC_31102022_0944,Silence_1,Look,Reaction,Away from speaker,13,110,0.11818181818181818
Diamante_FC_31102022_0944,Silence_2,HSH,Reaction,None,2,412,0.0048543689320388345
Diamante_FC_31102022_0944,Silence_2,Look,Reaction,At speaker,1,412,0.0024271844660194173
Diamante_FC_31102022_0944,Silence_2,Look,Reaction,Away from speaker,5,412,0.012135922330097087
Diamante_FC_31102022_0944,Silence_2,Voc,Reaction,Contact,5,412,0.012135922330097087
Diamante_FC_31102022_0944,Silence_3,FVO,Reaction,Distance,2,714,0.0028011204481792717
Diamante_FC_31102022_0944,Silence_3,Htlt,Reaction,None,3,714,0.004201680672268907
Diamante_FC_31102022_0944,Silence_3,Look,Reaction,Away from speaker,1,714,0.0014005602240896359
Diamante_FRF_19112022_0917,Dishabituation,Agn,Interaction,Towards other,1,655,0.0015267175572519084
Diamante_FRF_19112022_0917,Dishabituation,HSH,Reaction,None,2,655,0.0030534351145038168
Diamante_FRF_19112022_0917,Dishabituation,Look,Reaction,At speaker,18,655,0.02748091603053435
Diamante_FRF_19112022_0917,Dishabituation,Look,Reaction,Away from speaker,10,655,0.015267175572519083
Diamante_FRF_19112022_0917,Dishabituation,Voc,Reaction,Contact,8,655,0.012213740458015267
Diamante_FRF_19112022_0917,Habituation,HSH,Reaction,None,4,358,0.0111731843575419
Diamante_FRF_19112022_0917,Habituation,Look,Reaction,At speaker,19,358,0.05307262569832402
Diamante_FRF_19112022_0917,Habituation,Look,Reaction,Away from speaker,15,358,0.04189944134078212
Diamante_FRF_19112022_0917,Silence_1,Look,Reaction,At speaker,6,81,0.07407407407407407
Diamante_FRF_19112022_0917,Silence_1,Look,Reaction,Away from speaker,4,81,0.04938271604938271
Diamante_FRF_19112022_0917,Silence_2,Htlt,Reaction,None,1,411,0.0024330900243309003
Diamante_FRF_19112022_0917,Silence_2,Look,Reaction,At speaker,1,411,0.0024330900243309003
Diamante_FRF_19112022_0917,Silence_2,Look,Reaction,Away from speaker,2,411,0.004866180048661801
Diamante_FRF_19112022_0917,Silence_3,Fllw,Interaction,Kin,3,730,0.00410958904109589
Diamante_FRF_19112022_0917,Silence_3,HSH,Reaction,None,1,730,0.0013698630136986301
Diamante_FRF_19112022_0917,Silence_3,Look,Reaction,At speaker,4,730,0.005479452054794521
Diamante_FRF_19112022_0917,Silence_3,Look,Reaction,Away from speaker,5,730,0.00684931506849315
Diamante_FRF_19112022_0917,Silence_3,Voc,Reaction,Contact,1,730,0.0013698630136986301
Diamante_FRF_28102022_0944,Dishabituation,FVO,Reaction,Distance,24,633,0.037914691943127965
Diamante_FRF_28102022_0944,Dishabituation,FVO,Reaction,Other,12,633,0.018957345971563982
Diamante_FRF_28102022_0944,Dishabituation,HSH,Reaction,None,1,633,0.001579778830963665
Diamante_FRF_28102022_0944,Dishabituation,Htlt,Reaction,None,4,633,0.00631911532385466
Diamante_FRF_28102022_0944,Dishabituation,Look,Reaction,At speaker,16,633,0.02527646129541864
Diamante_FRF_28102022_0944,Dishabituation,Look,Reaction,Away from speaker,5,633,0.007898894154818325
Diamante_FRF_28102022_0944,Habituation,FVO,Reaction,Distance,7,334,0.020958083832335328
Diamante_FRF_28102022_0944,Habituation,FVO,Reaction,Other,16,334,0.04790419161676647
Diamante_FRF_28102022_0944,Silence_1,FVO,Reaction,Distance,3,90,0.03333333333333333
Diamante_FRF_28102022_0944,Silence_1,Htlt,Reaction,None,2,90,0.022222222222222223
Diamante_FRF_28102022_0944,Silence_1,Look,Reaction,At speaker,4,90,0.044444444444444446
Diamante_FRF_28102022_0944,Silence_2,FVO,Reaction,Distance,1,390,0.002564102564102564
Diamante_FRF_28102022_0944,Silence_2,FVO,Reaction,Other,2,390,0.005128205128205128
Diamante_FRF_28102022_0944,Silence_2,Htlt,Reaction,None,1,390,0.002564102564102564
Diamante_FRF_28102022_0944,Silence_2,Look,Reaction,Away from speaker,1,390,0.002564102564102564
Diamante_FRF_28102022_0944,Silence_3,FVO,Reaction,Distance,4,708,0.005649717514124294
Diamante_FRF_28102022_0944,Silence_3,FVO,Reaction,Other,3,708,0.00423728813559322
Diamante_FRP_13112022_0831,Dishabituation,FVO,Reaction,Distance,2,639,0.003129890453834116
Diamante_FRP_13112022_0831,Dishabituation,FVO,Reaction,Other,28,639,0.04381846635367762
Diamante_FRP_13112022_0831,Dishabituation,Fllw,Interaction,Kin,1,639,0.001564945226917058
Diamante_FRP_13112022_0831,Dishabituation,HSH,Reaction,None,4,639,0.006259780907668232
Diamante_FRP_13112022_0831,Dishabituation,Look,Reaction,At speaker,52,639,0.081377151799687
Diamante_FRP_13112022_0831,Dishabituation,Look,Reaction,Away from speaker,60,639,0.09389671361502347
Diamante_FRP_13112022_0831,Dishabituation,Voc,Reaction,Contact,3,639,0.004694835680751174
Diamante_FRP_13112022_0831,Habituation,HSH,Reaction,None,1,337,0.002967359050445104
Diamante_FRP_13112022_0831,Habituation,Look,Reaction,At speaker,13,337,0.03857566765578635
Diamante_FRP_13112022_0831,Habituation,Look,Reaction,Away from speaker,52,337,0.1543026706231454
Diamante_FRP_13112022_0831,Silence_1,FVO,Reaction,Distance,1,93,0.010752688172043012
Diamante_FRP_13112022_0831,Silence_1,HSH,Reaction,None,2,93,0.021505376344086023
Diamante_FRP_13112022_0831,Silence_1,Look,Reaction,At speaker,19,93,0.20430107526881722
Diamante_FRP_13112022_0831,Silence_1,Look,Reaction,Away from speaker,17,93,0.1827956989247312
Diamante_FRP_13112022_0831,Silence_1,Voc,Reaction,Contact,4,93,0.043010752688172046
Diamante_FRP_13112022_0831,Silence_2,FVO,Reaction,Distance,4,393,0.010178117048346057
Diamante_FRP_13112022_0831,Silence_2,Fllw,Interaction,Kin,1,393,0.002544529262086514
Diamante_FRP_13112022_0831,Silence_2,Look,Reaction,At speaker,1,393,0.002544529262086514
Diamante_FRP_13112022_0831,Silence_2,Look,Reaction,Away from speaker,11,393,0.027989821882951654
Diamante_FRP_13112022_0831,Silence_3,HSH,Reaction,None,1,707,0.0014144271570014145
Diamante_FRP_13112022_0831,Silence_3,Look,Reaction,At speaker,10,707,0.014144271570014143
Diamante_FRP_13112022_0831,Silence_3,Look,Reaction,Away from speaker,21,707,0.0297029702970297
Diamante_PRF_30102022_0932,Dishabituation,FVO,Reaction,Departure,10,637,0.015698587127158554
Diamante_PRF_30102022_0932,Dishabituation,FVO,Reaction,Distance,17,637,0.026687598116169546
Diamante_PRF_30102022_0932,Dishabituation,FVO,Reaction,Other,6,637,0.009419152276295133
Diamante_PRF_30102022_0932,Dishabituation,FVO,Reaction,Recruitment,24,637,0.03767660910518053
Diamante_PRF_30102022_0932,Dishabituation,Htlt,Reaction,None,1,637,0.0015698587127158557
Diamante_PRF_30102022_0932,Dishabituation,Look,Reaction,At speaker,12,637,0.018838304552590265
Diamante_PRF_30102022_0932,Dishabituation,Look,Reaction,Away from speaker,9,637,0.0141287284144427
Diamante_PRF_30102022_0932,Habituation,Agn,Interaction,Towards other,1,355,0.0028169014084507044
Diamante_PRF_30102022_0932,Habituation,FVO,Reaction,Departure,48,355,0.1352112676056338
Diamante_PRF_30102022_0932,Habituation,FVO,Reaction,Distance,8,355,0.022535211267605635
Diamante_PRF_30102022_0932,Habituation,FVO,Reaction,Recruitment,13,355,0.036619718309859155
Diamante_PRF_30102022_0932,Habituation,Htlt,Reaction,None,1,355,0.0028169014084507044
Diamante_PRF_30102022_0932,Habituation,Look,Reaction,At speaker,39,355,0.10985915492957747
Diamante_PRF_30102022_0932,Habituation,Look,Reaction,Away from speaker,9,355,0.02535211267605634
Diamante_PRF_30102022_0932,Habituation,Voc,Reaction,Contact,1,355,0.0028169014084507044
Diamante_PRF_30102022_0932,Silence_1,FVO,Reaction,Distance,8,94,0.0851063829787234
Diamante_PRF_30102022_0932,Silence_1,FVO,Reaction,Recruitment,6,94,0.06382978723404255
Diamante_PRF_30102022_0932,Silence_1,Fllw,Interaction,Kin,1,94,0.010638297872340425
Diamante_PRF_30102022_0932,Silence_1,HSH,Reaction,None,1,94,0.010638297872340425
Diamante_PRF_30102022_0932,Silence_1,Htlt,Reaction,None,1,94,0.010638297872340425
Diamante_PRF_30102022_0932,Silence_1,Look,Reaction,At speaker,12,94,0.1276595744680851
Diamante_PRF_30102022_0932,Silence_1,Look,Reaction,Away from speaker,19,94,0.20212765957446807
Diamante_PRF_30102022_0932,Silence_2,FVO,Reaction,Departure,2,392,0.00510204081632653
Diamante_PRF_30102022_0932,Silence_2,FVO,Reaction,Distance,2,392,0.00510204081632653
Diamante_PRF_30102022_0932,Silence_2,FVO,Reaction,Recruitment,8,392,0.02040816326530612
Diamante_PRF_30102022_0932,Silence_2,Htlt,Reaction,None,1,392,0.002551020408163265
Diamante_PRF_30102022_0932,Silence_2,Look,Reaction,At speaker,4,392,0.01020408163265306
Diamante_PRF_30102022_0932,Silence_2,Look,Reaction,Away from speaker,4,392,0.01020408163265306
Diamante_PRF_30102022_0932,Silence_3,FVO,Reaction,Recruitment,2,708,0.002824858757062147
Diamante_PRF_30102022_0932,Silence_3,HSH,Reaction,None,1,708,0.0014124293785310734
Diamante_PRF_30102022_0932,Silence_3,Look,Reaction,At speaker,7,708,0.009887005649717515
Diamante_PRF_30102022_0932,Silence_3,Look,Reaction,Away from speaker,6,708,0.00847457627118644
Diamante_PRF_30102022_0932,Silence_3,Voc,Reaction,Contact,1,708,0.0014124293785310734
Dorothea_FC_08112022_0950,Dishabituation,FVO,Reaction,Distance,10,628,0.01592356687898089
Dorothea_FC_08112022_0950,Dishabituation,FVO,Reaction,Other,12,628,0.01910828025477707
Dorothea_FC_08112022_0950,Habituation,FVO,Reaction,Distance,13,337,0.03857566765578635
Dorothea_FC_08112022_0950,Habituation,FVO,Reaction,Other,10,337,0.02967359050445104
Dorothea_FC_08112022_0950,Habituation,FVO,Reaction,Recruitment,26,337,0.0771513353115727
Dorothea_FC_08112022_0950,Silence_1,FVO,Reaction,Distance,5,83,0.060240963855421686
Dorothea_FC_08112022_0950,Silence_1,FVO,Reaction,Other,7,83,0.08433734939759036
Dorothea_FC_08112022_0950,Silence_2,FVO,Reaction,Distance,3,383,0.007832898172323759
Dorothea_FC_08112022_0950,Silence_2,FVO,Reaction,Other,1,383,0.0026109660574412533
Dorothea_FC_08112022_0950,Silence_3,FVO,Reaction,Other,1,696,0.0014367816091954023
Dorothea_FRF_19112022_0904,Dishabituation,Agn,Interaction,Towards other,5,642,0.00778816199376947
Dorothea_FRF_19112022_0904,Dishabituation,Fllw,Interaction,Kin,2,642,0.003115264797507788
Dorothea_FRF_19112022_0904,Dishabituation,Look,Reaction,At speaker,13,642,0.020249221183800622
Dorothea_FRF_19112022_0904,Dishabituation,Look,Reaction,Away from speaker,8,642,0.012461059190031152
Dorothea_FRF_19112022_0904,Dishabituation,Voc,Reaction,Contact,3,642,0.004672897196261682
Dorothea_FRF_19112022_0904,Habituation,Fllw,Interaction,Kin,2,342,0.005847953216374269
Dorothea_FRF_19112022_0904,Habituation,HSH,Reaction,None,1,342,0.0029239766081871343
Dorothea_FRF_19112022_0904,Habituation,Look,Reaction,At speaker,12,342,0.03508771929824561
Dorothea_FRF_19112022_0904,Habituation,Look,Reaction,Away from speaker,11,342,0.03216374269005848
Dorothea_FRF_19112022_0904,Habituation,Voc,Reaction,Contact,3,342,0.008771929824561403
Dorothea_FRF_19112022_0904,Silence_1,Look,Reaction,At speaker,3,89,0.033707865168539325
Dorothea_FRF_19112022_0904,Silence_1,Look,Reaction,Away from speaker,4,89,0.0449438202247191
Dorothea_FRF_19112022_0904,Silence_2,Agn,Interaction,Towards other,1,389,0.002570694087403599
Dorothea_FRF_19112022_0904,Silence_2,Fllw,Interaction,Kin,1,389,0.002570694087403599
Dorothea_FRF_19112022_0904,Silence_2,Look,Reaction,At speaker,1,389,0.002570694087403599
Dorothea_FRF_19112022_0904,Silence_3,Look,Reaction,At speaker,4,716,0.00558659217877095
Dorothea_FRF_19112022_0904,Silence_3,Look,Reaction,Away from speaker,3,716,0.004189944134078212
Dorothea_FRF_19112022_0904,Silence_3,Voc,Reaction,Contact,2,716,0.002793296089385475
Dorothea_FRP_02112022_0859,Dishabituation,FVO,Reaction,Distance,17,627,0.02711323763955343
Dorothea_FRP_02112022_0859,Dishabituation,Voc,Reaction,Contact,5,627,0.007974481658692184
Dorothea_FRP_02112022_0859,Habituation,FVO,Reaction,Distance,9,327,0.027522935779816515
Dorothea_FRP_02112022_0859,Habituation,FVO,Reaction,Other,2,327,0.0061162079510703364
Dorothea_FRP_02112022_0859,Habituation,FVO,Reaction,Recruitment,27,327,0.08256880733944955
Dorothea_FRP_02112022_0859,Silence_1,NA,NA,NA,0,82,0
Dorothea_FRP_02112022_0859,Silence_2,FVO,Reaction,Distance,2,381,0.005249343832020997
Dorothea_FRP_02112022_0859,Silence_2,FVO,Reaction,Other,1,381,0.0026246719160104987
Dorothea_FRP_02112022_0859,Silence_3,FVO,Reaction,Distance,2,699,0.002861230329041488
Eastwood_FC_15112022_0846,Dishabituation,Agn,Interaction,Towards other,2,671,0.0029806259314456036
Eastwood_FC_15112022_0846,Dishabituation,Fllw,Interaction,Kin,2,671,0.0029806259314456036
Eastwood_FC_15112022_0846,Dishabituation,HSH,Reaction,None,4,671,0.005961251862891207
Eastwood_FC_15112022_0846,Dishabituation,Htlt,Reaction,None,1,671,0.0014903129657228018
Eastwood_FC_15112022_0846,Dishabituation,Look,Reaction,At speaker,4,671,0.005961251862891207
Eastwood_FC_15112022_0846,Dishabituation,Look,Reaction,Away from speaker,16,671,0.02384500745156483
Eastwood_FC_15112022_0846,Dishabituation,Voc,Reaction,Contact,2,671,0.0029806259314456036
Eastwood_FC_15112022_0846,Habituation,Fllw,Interaction,Kin,1,375,0.0026666666666666666
Eastwood_FC_15112022_0846,Habituation,HSH,Reaction,None,1,375,0.0026666666666666666
Eastwood_FC_15112022_0846,Habituation,Htlt,Reaction,None,1,375,0.0026666666666666666
Eastwood_FC_15112022_0846,Habituation,Look,Reaction,At speaker,7,375,0.018666666666666668
Eastwood_FC_15112022_0846,Habituation,Look,Reaction,Away from speaker,14,375,0.037333333333333336
Eastwood_FC_15112022_0846,Habituation,Voc,Reaction,Contact,1,375,0.0026666666666666666
Eastwood_FC_15112022_0846,Silence_1,Look,Reaction,At speaker,9,119,0.07563025210084033
Eastwood_FC_15112022_0846,Silence_1,Look,Reaction,Away from speaker,7,119,0.058823529411764705
Eastwood_FC_15112022_0846,Silence_2,NA,NA,NA,0,425,0
Eastwood_FC_15112022_0846,Silence_3,Fllw,Interaction,Kin,1,742,0.0013477088948787063
Eastwood_FC_15112022_0846,Silence_3,Look,Reaction,At speaker,1,742,0.0013477088948787063
Eastwood_FC_15112022_0846,Silence_3,Look,Reaction,Away from speaker,6,742,0.008086253369272238
Eastwood_FC_15112022_0846,Silence_3,Voc,Reaction,Contact,3,742,0.004043126684636119
Eastwood_FRF_20112022_1008,Dishabituation,Htlt,Reaction,None,2,639,0.003129890453834116
Eastwood_FRF_20112022_1008,Dishabituation,Look,Reaction,At speaker,3,639,0.004694835680751174
Eastwood_FRF_20112022_1008,Dishabituation,Look,Reaction,Away from speaker,6,639,0.009389671361502348
Eastwood_FRF_20112022_1008,Dishabituation,Voc,Reaction,Contact,3,639,0.004694835680751174
Eastwood_FRF_20112022_1008,Dishabituation,Voc,Reaction,Distance,1,639,0.001564945226917058
Eastwood_FRF_20112022_1008,Dishabituation,Voc,Reaction,Other,2,639,0.003129890453834116
Eastwood_FRF_20112022_1008,Habituation,Look,Reaction,At speaker,2,346,0.005780346820809248
Eastwood_FRF_20112022_1008,Habituation,Look,Reaction,Away from speaker,1,346,0.002890173410404624
Eastwood_FRF_20112022_1008,Habituation,Voc,Reaction,Contact,3,346,0.008670520231213872
Eastwood_FRF_20112022_1008,Habituation,Voc,Reaction,Distance,1,346,0.002890173410404624
Eastwood_FRF_20112022_1008,Silence_1,NA,NA,NA,0,94,0
Eastwood_FRF_20112022_1008,Silence_2,Look,Reaction,At speaker,3,395,0.007594936708860759
Eastwood_FRF_20112022_1008,Silence_2,Look,Reaction,Away from speaker,1,395,0.002531645569620253
Eastwood_FRF_20112022_1008,Silence_2,Voc,Reaction,Contact,5,395,0.012658227848101266
Eastwood_FRF_20112022_1008,Silence_3,Htlt,Reaction,None,5,690,0.007246376811594203
Eastwood_FRF_20112022_1008,Silence_3,Look,Reaction,At speaker,1,690,0.0014492753623188406
Eastwood_FRF_20112022_1008,Silence_3,Look,Reaction,Away from speaker,3,690,0.004347826086956522
Eastwood_PRF_12112022_0945,Dishabituation,Agn,Interaction,Towards other,2,552,0.0036231884057971015
Eastwood_PRF_12112022_0945,Dishabituation,FVO,Reaction,Other,1,552,0.0018115942028985507
Eastwood_PRF_12112022_0945,Dishabituation,HSH,Reaction,None,1,552,0.0018115942028985507
Eastwood_PRF_12112022_0945,Dishabituation,Htlt,Reaction,None,3,552,0.005434782608695652
Eastwood_PRF_12112022_0945,Dishabituation,Look,Reaction,At speaker,6,552,0.010869565217391304
Eastwood_PRF_12112022_0945,Dishabituation,Look,Reaction,Away from speaker,7,552,0.012681159420289856
Eastwood_PRF_12112022_0945,Dishabituation,Voc,Reaction,Contact,5,552,0.009057971014492754
Eastwood_PRF_12112022_0945,Dishabituation,Voc,Reaction,Other,7,552,0.012681159420289856
Eastwood_PRF_12112022_0945,Habituation,Htlt,Reaction,None,2,343,0.0058309037900874635
Eastwood_PRF_12112022_0945,Habituation,Look,Reaction,At speaker,1,343,0.0029154518950437317
Eastwood_PRF_12112022_0945,Habituation,Look,Reaction,Away from speaker,5,343,0.014577259475218658
Eastwood_PRF_12112022_0945,Habituation,Voc,Reaction,Contact,4,343,0.011661807580174927
Eastwood_PRF_12112022_0945,Silence_1,Look,Reaction,At speaker,1,97,0.010309278350515464
Eastwood_PRF_12112022_0945,Silence_1,Voc,Reaction,Contact,1,97,0.010309278350515464
Eastwood_PRF_12112022_0945,Silence_2,Htlt,Reaction,None,3,398,0.007537688442211055
Eastwood_PRF_12112022_0945,Silence_2,Look,Reaction,Away from speaker,5,398,0.01256281407035176
Eastwood_PRF_12112022_0945,Silence_2,Voc,Reaction,Contact,1,398,0.002512562814070352
Eastwood_PRF_12112022_0945,Silence_3,NA,NA,NA,0,713,0
Einstein_FC_12102022_1050,Dishabituation,Agn,Interaction,Towards other,1,630,0.0015873015873015873
Einstein_FC_12102022_1050,Dishabituation,FVO,Reaction,Distance,2,630,0.0031746031746031746
Einstein_FC_12102022_1050,Dishabituation,FVO,Reaction,Other,1,630,0.0015873015873015873
Einstein_FC_12102022_1050,Dishabituation,HSH,Reaction,None,3,630,0.004761904761904762
Einstein_FC_12102022_1050,Dishabituation,Look,Reaction,At speaker,19,630,0.03015873015873016
Einstein_FC_12102022_1050,Dishabituation,Look,Reaction,Away from speaker,9,630,0.014285714285714285
Einstein_FC_12102022_1050,Dishabituation,Voc,Reaction,Contact,11,630,0.01746031746031746
Einstein_FC_12102022_1050,Dishabituation,Voc,Reaction,Recruitment,2,630,0.0031746031746031746
Einstein_FC_12102022_1050,Habituation,Agn,Interaction,Towards other,1,349,0.0028653295128939827
Einstein_FC_12102022_1050,Habituation,FVO,Reaction,Other,1,349,0.0028653295128939827
Einstein_FC_12102022_1050,Habituation,Fllw,Interaction,Kin,1,349,0.0028653295128939827
Einstein_FC_12102022_1050,Habituation,HSH,Reaction,None,7,349,0.02005730659025788
Einstein_FC_12102022_1050,Habituation,Look,Reaction,At speaker,15,349,0.04297994269340974
Einstein_FC_12102022_1050,Habituation,Look,Reaction,Away from speaker,43,349,0.12320916905444126
Einstein_FC_12102022_1050,Habituation,Voc,Reaction,Contact,2,349,0.0057306590257879654
Einstein_FC_12102022_1050,Habituation,Voc,Reaction,Recruitment,27,349,0.07736389684813753
Einstein_FC_12102022_1050,Silence_1,Look,Reaction,At speaker,4,86,0.046511627906976744
Einstein_FC_12102022_1050,Silence_1,Look,Reaction,Away from speaker,26,86,0.3023255813953488
Einstein_FC_12102022_1050,Silence_1,Voc,Reaction,Recruitment,16,86,0.18604651162790697
Einstein_FC_12102022_1050,Silence_2,FVO,Reaction,Distance,2,386,0.0051813471502590676
Einstein_FC_12102022_1050,Silence_2,FVO,Reaction,Other,1,386,0.0025906735751295338
Einstein_FC_12102022_1050,Silence_2,Look,Reaction,At speaker,6,386,0.015544041450777202
Einstein_FC_12102022_1050,Silence_2,Look,Reaction,Away from speaker,4,386,0.010362694300518135
Einstein_FC_12102022_1050,Silence_2,Voc,Reaction,Recruitment,1,386,0.0025906735751295338
Einstein_FC_12102022_1050,Silence_3,HSH,Reaction,None,1,716,0.0013966480446927375
Einstein_FC_12102022_1050,Silence_3,Look,Reaction,At speaker,10,716,0.013966480446927373
Einstein_FC_12102022_1050,Silence_3,Look,Reaction,Away from speaker,16,716,0.0223463687150838
Einstein_FC_12102022_1050,Silence_3,Voc,Reaction,Contact,4,716,0.00558659217877095
Einstein_FC_12102022_1050,Silence_3,Voc,Reaction,Recruitment,3,716,0.004189944134078212
Einstein_FRF_23102022_0936,Dishabituation,FVO,Reaction,Distance,18,657,0.0273972602739726
Einstein_FRF_23102022_0936,Dishabituation,FVO,Reaction,Other,16,657,0.0243531202435312
Einstein_FRF_23102022_0936,Dishabituation,FVO,Reaction,Recruitment,4,657,0.0060882800608828
Einstein_FRF_23102022_0936,Dishabituation,HSH,Reaction,None,2,657,0.0030441400304414
