Observation_id,Phase,Behaviour,Behavioural_category,Modifier,Point_Event_Count
Hera_FRF_19102022_1050,Silence_1,Look,Reaction,Away from speaker,3
Hera_FRF_19102022_1050,Silence_1,Voc,Reaction,Contact,1
Hera_FRF_19102022_1050,Silence_2,Agn,Interaction,Towards other,1
Hera_FRF_19102022_1050,Silence_2,Fllw,Interaction,Kin,1
Hera_FRF_19102022_1050,Silence_2,HSH,Reaction,None,1
Hera_FRF_19102022_1050,Silence_2,Htlt,Reaction,None,1
Hera_FRF_19102022_1050,Silence_2,Look,Reaction,At speaker,4
Hera_FRF_19102022_1050,Silence_2,Look,Reaction,Away from speaker,4
Hera_FRF_19102022_1050,Silence_2,Voc,Reaction,Contact,1
Hera_FRF_19102022_1050,Silence_3,Agn,Interaction,Towards other,1
Hera_FRF_19102022_1050,Silence_3,Fllw,Interaction,Kin,1
Hera_FRF_19102022_1050,Silence_3,Look,Reaction,At speaker,4
Hera_FRF_19102022_1050,Silence_3,Look,Reaction,Away from speaker,5
Hera_FRF_19102022_1050,Silence_3,Voc,Reaction,Contact,10
Hera_FRF_23112022_1126,Dishabituation,Agn,Interaction,Towards other,2
Hera_FRF_23112022_1126,Dishabituation,FVO,Reaction,Departure,1
Hera_FRF_23112022_1126,Dishabituation,FVO,Reaction,Distance,2
Hera_FRF_23112022_1126,Dishabituation,FVO,Reaction,Other,4
Hera_FRF_23112022_1126,Dishabituation,FVO,Reaction,Recruitment,3
Hera_FRF_23112022_1126,Dishabituation,HSH,Reaction,None,2
Hera_FRF_23112022_1126,Dishabituation,Htlt,Reaction,None,1
Hera_FRF_23112022_1126,Dishabituation,Look,Reaction,At speaker,19
Hera_FRF_23112022_1126,Dishabituation,Look,Reaction,Away from speaker,50
Hera_FRF_23112022_1126,Habituation,Agn,Interaction,Towards other,5
Hera_FRF_23112022_1126,Habituation,FVO,Reaction,Distance,19
Hera_FRF_23112022_1126,Habituation,FVO,Reaction,Other,4
Hera_FRF_23112022_1126,Habituation,FVO,Reaction,Recruitment,1
Hera_FRF_23112022_1126,Habituation,Fllw,Interaction,Kin,1
Hera_FRF_23112022_1126,Habituation,HSH,Reaction,None,1
Hera_FRF_23112022_1126,Habituation,Look,Reaction,At speaker,25
Hera_FRF_23112022_1126,Habituation,Look,Reaction,Away from speaker,29
Hera_FRF_23112022_1126,Silence_1,Agn,Interaction,Towards other,2
Hera_FRF_23112022_1126,Silence_1,Look,Reaction,Away from speaker,5
Hera_FRF_23112022_1126,Silence_2,FVO,Reaction,Distance,2
Hera_FRF_23112022_1126,Silence_2,FVO,Reaction,Other,1
Hera_FRF_23112022_1126,Silence_2,HSH,Reaction,None,1
Hera_FRF_23112022_1126,Silence_2,Look,Reaction,At speaker,1
Hera_FRF_23112022_1126,Silence_2,Look,Reaction,Away from speaker,9
Hera_FRF_23112022_1126,Silence_3,FVO,Reaction,Recruitment,2
Hera_FRF_23112022_1126,Silence_3,Fllw,Interaction,Kin,1
Hera_FRF_23112022_1126,Silence_3,Look,Reaction,At speaker,3
Hera_FRF_23112022_1126,Silence_3,Look,Reaction,Away from speaker,23
Hera_FRP_09112022_0950,Dishabituation,FVO,Reaction,Distance,9
Hera_FRP_09112022_0950,Dishabituation,HSH,Reaction,None,1
Hera_FRP_09112022_0950,Dishabituation,Htlt,Reaction,None,3
Hera_FRP_09112022_0950,Dishabituation,Look,Reaction,At speaker,15
Hera_FRP_09112022_0950,Dishabituation,Look,Reaction,Away from speaker,48
Hera_FRP_09112022_0950,Dishabituation,Voc,Reaction,Contact,9
Hera_FRP_09112022_0950,Habituation,HSH,Reaction,None,1
Hera_FRP_09112022_0950,Habituation,Look,Reaction,At speaker,2
Hera_FRP_09112022_0950,Habituation,Look,Reaction,Away from speaker,28
Hera_FRP_09112022_0950,Habituation,Voc,Reaction,Contact,7
Hera_FRP_09112022_0950,Silence_1,Look,Reaction,At speaker,3
Hera_FRP_09112022_0950,Silence_1,Look,Reaction,Away from speaker,5
Hera_FRP_09112022_0950,Silence_1,Voc,Reaction,Contact,2
Hera_FRP_09112022_0950,Silence_2,FVO,Reaction,Distance,1
Hera_FRP_09112022_0950,Silence_2,Look,Reaction,At speaker,2
Hera_FRP_09112022_0950,Silence_2,Look,Reaction,Away from speaker,5
Hera_FRP_09112022_0950,Silence_2,Voc,Reaction,Contact,1
Hera_FRP_09112022_0950,Silence_3,FVO,Reaction,Distance,1
Hera_FRP_09112022_0950,Silence_3,HSH,Reaction,None,1
Hera_FRP_09112022_0950,Silence_3,Look,Reaction,At speaker,4
Hera_FRP_09112022_0950,Silence_3,Look,Reaction,Away from speaker,5
Hera_FRP_09112022_0950,Silence_3,Voc,Reaction,Contact,7
Hera_FRP_24102022_1044,Dishabituation,HSH,Reaction,None,6
Hera_FRP_24102022_1044,Dishabituation,Htlt,Reaction,None,2
Hera_FRP_24102022_1044,Dishabituation,Look,Reaction,At speaker,11
Hera_FRP_24102022_1044,Dishabituation,Look,Reaction,Away from speaker,9
Hera_FRP_24102022_1044,Dishabituation,Voc,Reaction,Contact,4
Hera_FRP_24102022_1044,Dishabituation,Voc,Reaction,Distance,1
Hera_FRP_24102022_1044,Habituation,Htlt,Reaction,None,1
Hera_FRP_24102022_1044,Habituation,Look,Reaction,At speaker,1
Hera_FRP_24102022_1044,Silence_1,Htlt,Reaction,None,2
Hera_FRP_24102022_1044,Silence_1,Look,Reaction,At speaker,3
Hera_FRP_24102022_1044,Silence_1,Look,Reaction,Away from speaker,3
Hera_FRP_24102022_1044,Silence_2,NA,NA,NA,0
Hera_FRP_24102022_1044,Silence_3,HSH,Reaction,None,1
Hera_FRP_24102022_1044,Silence_3,Htlt,Reaction,None,1
Hera_FRP_24102022_1044,Silence_3,Look,Reaction,At speaker,2
Hera_FRP_24102022_1044,Silence_3,Look,Reaction,Away from speaker,2
Idgie_FC_021120222_0828,Dishabituation,Look,Reaction,At speaker,4
Idgie_FC_021120222_0828,Dishabituation,Voc,Reaction,Contact,3
Idgie_FC_021120222_0828,Dishabituation,Voc,Reaction,Departure,1
Idgie_FC_021120222_0828,Habituation,Agn,Interaction,Towards other,2
Idgie_FC_021120222_0828,Habituation,HSH,Reaction,None,4
Idgie_FC_021120222_0828,Habituation,Look,Reaction,At speaker,7
Idgie_FC_021120222_0828,Habituation,Look,Reaction,Away from speaker,9
Idgie_FC_021120222_0828,Silence_1,Fllw,Interaction,Kin,1
Idgie_FC_021120222_0828,Silence_1,HSH,Reaction,None,2
Idgie_FC_021120222_0828,Silence_1,Look,Reaction,At speaker,4
Idgie_FC_021120222_0828,Silence_1,Look,Reaction,Away from speaker,3
Idgie_FC_021120222_0828,Silence_1,Voc,Reaction,Contact,1
Idgie_FC_021120222_0828,Silence_2,HSH,Reaction,None,2
Idgie_FC_021120222_0828,Silence_2,Look,Reaction,At speaker,2
Idgie_FC_021120222_0828,Silence_2,Look,Reaction,Away from speaker,4
Idgie_FC_021120222_0828,Silence_2,Voc,Reaction,Contact,3
Idgie_FC_021120222_0828,Silence_3,NA,NA,NA,0
Idgie_FRF_20112022_0916,Dishabituation,FVO,Reaction,Other,1
Idgie_FRF_20112022_0916,Dishabituation,Fllw,Interaction,Kin,1
Idgie_FRF_20112022_0916,Dishabituation,HSH,Reaction,None,1
Idgie_FRF_20112022_0916,Dishabituation,Look,Reaction,At speaker,4
Idgie_FRF_20112022_0916,Dishabituation,Look,Reaction,Away from speaker,4
Idgie_FRF_20112022_0916,Habituation,FVO,Reaction,Other,1
Idgie_FRF_20112022_0916,Habituation,Fllw,Interaction,Kin,1
Idgie_FRF_20112022_0916,Habituation,Htlt,Reaction,None,2
Idgie_FRF_20112022_0916,Habituation,Look,Reaction,At speaker,7
Idgie_FRF_20112022_0916,Habituation,Voc,Reaction,Contact,1
Idgie_FRF_20112022_0916,Silence_1,Look,Reaction,At speaker,2
Idgie_FRF_20112022_0916,Silence_2,Look,Reaction,At speaker,1
Idgie_FRF_20112022_0916,Silence_3,Look,Reaction,At speaker,1
Idgie_FRP_08112022_0934,Dishabituation,Htlt,Reaction,None,1
Idgie_FRP_08112022_0934,Dishabituation,Look,Reaction,At speaker,2
Idgie_FRP_08112022_0934,Dishabituation,Look,Reaction,Away from speaker,2
Idgie_FRP_08112022_0934,Dishabituation,Voc,Reaction,Contact,4
Idgie_FRP_08112022_0934,Habituation,Htlt,Reaction,None,2
Idgie_FRP_08112022_0934,Habituation,Look,Reaction,Away from speaker,2
Idgie_FRP_08112022_0934,Silence_1,FVO,Reaction,Other,2
Idgie_FRP_08112022_0934,Silence_1,Look,Reaction,Away from speaker,1
Idgie_FRP_08112022_0934,Silence_2,FVO,Reaction,Other,4
Idgie_FRP_08112022_0934,Silence_3,Htlt,Reaction,None,1
Idgie_FRP_08112022_0934,Silence_3,Look,Reaction,At speaker,4
Idgie_FRP_08112022_0934,Silence_3,Look,Reaction,Away from speaker,4
Jafar_FC_12102022_1000,Dishabituation,HSH,Reaction,None,2
Jafar_FC_12102022_1000,Dishabituation,Htlt,Reaction,None,1
Jafar_FC_12102022_1000,Dishabituation,Look,Reaction,At speaker,8
Jafar_FC_12102022_1000,Dishabituation,Look,Reaction,Away from speaker,5
Jafar_FC_12102022_1000,Dishabituation,Voc,Reaction,Contact,1
Jafar_FC_12102022_1000,Habituation,Agn,Interaction,Towards other,1
Jafar_FC_12102022_1000,Habituation,Fllw,Interaction,Kin,2
Jafar_FC_12102022_1000,Habituation,HSH,Reaction,None,4
Jafar_FC_12102022_1000,Habituation,Htlt,Reaction,None,1
Jafar_FC_12102022_1000,Habituation,Look,Reaction,At speaker,8
Jafar_FC_12102022_1000,Habituation,Look,Reaction,Away from speaker,7
Jafar_FC_12102022_1000,Silence_1,Fllw,Interaction,Kin,1
Jafar_FC_12102022_1000,Silence_1,HSH,Reaction,None,1
Jafar_FC_12102022_1000,Silence_1,Htlt,Reaction,None,1
Jafar_FC_12102022_1000,Silence_1,Look,Reaction,At speaker,9
Jafar_FC_12102022_1000,Silence_1,Look,Reaction,Away from speaker,13
Jafar_FC_12102022_1000,Silence_1,Voc,Reaction,Contact,1
Jafar_FC_12102022_1000,Silence_2,Fllw,Interaction,Kin,1
Jafar_FC_12102022_1000,Silence_2,HSH,Reaction,None,1
Jafar_FC_12102022_1000,Silence_2,Look,Reaction,At speaker,1
Jafar_FC_12102022_1000,Silence_2,Look,Reaction,Away from speaker,3
Jafar_FC_12102022_1000,Silence_3,Look,Reaction,At speaker,1
Jafar_FC_12102022_1000,Silence_3,Look,Reaction,Away from speaker,1
Jafar_FRF_28102022_0923,Dishabituation,Agn,Interaction,Towards other,1
Jafar_FRF_28102022_0923,Dishabituation,HSH,Reaction,None,2
Jafar_FRF_28102022_0923,Dishabituation,Look,Reaction,At speaker,4
Jafar_FRF_28102022_0923,Dishabituation,Look,Reaction,Away from speaker,13
Jafar_FRF_28102022_0923,Dishabituation,Voc,Reaction,Contact,2
Jafar_FRF_28102022_0923,Habituation,HSH,Reaction,None,7
Jafar_FRF_28102022_0923,Habituation,Look,Reaction,At speaker,22
Jafar_FRF_28102022_0923,Habituation,Look,Reaction,Away from speaker,9
Jafar_FRF_28102022_0923,Habituation,Voc,Reaction,Contact,9
Jafar_FRF_28102022_0923,Habituation,Voc,Reaction,Other,1
Jafar_FRF_28102022_0923,Silence_1,Look,Reaction,At speaker,11
Jafar_FRF_28102022_0923,Silence_1,Look,Reaction,Away from speaker,6
Jafar_FRF_28102022_0923,Silence_1,Voc,Reaction,Contact,6
Jafar_FRF_28102022_0923,Silence_2,Look,Reaction,At speaker,5
Jafar_FRF_28102022_0923,Silence_2,Voc,Reaction,Contact,2
Jafar_FRF_28102022_0923,Silence_3,Look,Reaction,At speaker,3
Jafar_FRF_28102022_0923,Silence_3,Look,Reaction,Away from speaker,1
Jafar_PRF_19102022_1035,Dishabituation,NA,NA,NA,0
Jafar_PRF_19102022_1035,Habituation,FVO,Reaction,Distance,3
Jafar_PRF_19102022_1035,Habituation,FVO,Reaction,Other,2
Jafar_PRF_19102022_1035,Habituation,Look,Reaction,At speaker,4
Jafar_PRF_19102022_1035,Habituation,Look,Reaction,Away from speaker,12
Jafar_PRF_19102022_1035,Habituation,Voc,Reaction,Contact,1
Jafar_PRF_19102022_1035,Habituation,Voc,Reaction,Distance,1
Jafar_PRF_19102022_1035,Habituation,Voc,Reaction,Other,3
Jafar_PRF_19102022_1035,Silence_1,FVO,Reaction,Distance,4
Jafar_PRF_19102022_1035,Silence_1,FVO,Reaction,Other,2
Jafar_PRF_19102022_1035,Silence_1,Look,Reaction,At speaker,10
Jafar_PRF_19102022_1035,Silence_1,Look,Reaction,Away from speaker,9
Jafar_PRF_19102022_1035,Silence_1,Voc,Reaction,Distance,2
Jafar_PRF_19102022_1035,Silence_2,NA,NA,NA,0
Jafar_PRF_19102022_1035,Silence_3,NA,NA,NA,0
Janosch_FC_17112022_1015,Dishabituation,FVO,Reaction,Distance,7
Janosch_FC_17112022_1015,Dishabituation,FVO,Reaction,Other,4
Janosch_FC_17112022_1015,Dishabituation,Htlt,Reaction,None,7
Janosch_FC_17112022_1015,Dishabituation,Look,Reaction,At speaker,20
Janosch_FC_17112022_1015,Dishabituation,Look,Reaction,Away from speaker,25
Janosch_FC_17112022_1015,Habituation,Agn,Interaction,Towards other,5
Janosch_FC_17112022_1015,Habituation,FVO,Reaction,Distance,10
Janosch_FC_17112022_1015,Habituation,Fllw,Interaction,Kin,1
Janosch_FC_17112022_1015,Habituation,HSH,Reaction,None,3
Janosch_FC_17112022_1015,Habituation,Htlt,Reaction,None,1
Janosch_FC_17112022_1015,Habituation,Look,Reaction,At speaker,24
Janosch_FC_17112022_1015,Habituation,Look,Reaction,Away from speaker,32
Janosch_FC_17112022_1015,Habituation,Voc,Reaction,Contact,2
Janosch_FC_17112022_1015,Habituation,Voc,Reaction,Other,2
Janosch_FC_17112022_1015,Silence_1,Fllw,Interaction,Kin,1
Janosch_FC_17112022_1015,Silence_1,Look,Reaction,At speaker,15
Janosch_FC_17112022_1015,Silence_1,Look,Reaction,Away from speaker,6
Janosch_FC_17112022_1015,Silence_1,Voc,Reaction,Contact,2
Janosch_FC_17112022_1015,Silence_2,FVO,Reaction,Distance,2
Janosch_FC_17112022_1015,Silence_2,Htlt,Reaction,None,1
Janosch_FC_17112022_1015,Silence_2,Look,Reaction,At speaker,1
Janosch_FC_17112022_1015,Silence_2,Look,Reaction,Away from speaker,8
Janosch_FC_17112022_1015,Silence_3,FVO,Reaction,Distance,3
Janosch_FC_17112022_1015,Silence_3,FVO,Reaction,Other,8
Janosch_FC_17112022_1015,Silence_3,Fllw,Interaction,Kin,1
Janosch_FC_17112022_1015,Silence_3,HSH,Reaction,None,1
Janosch_FC_17112022_1015,Silence_3,Htlt,Reaction,None,1
Janosch_FC_17112022_1015,Silence_3,Look,Reaction,At speaker,8
Janosch_FC_17112022_1015,Silence_3,Look,Reaction,Away from speaker,12
Janosch_FC_17112022_1015,Silence_3,Voc,Reaction,Contact,2
Janosch_FRF_23112022_0948,Dishabituation,FVO,Reaction,Distance,4
Janosch_FRF_23112022_0948,Dishabituation,FVO,Reaction,Other,3
Janosch_FRF_23112022_0948,Dishabituation,HSH,Reaction,None,5
Janosch_FRF_23112022_0948,Dishabituation,Look,Reaction,At speaker,27
Janosch_FRF_23112022_0948,Dishabituation,Look,Reaction,Away from speaker,21
Janosch_FRF_23112022_0948,Dishabituation,Voc,Reaction,Contact,4
Janosch_FRF_23112022_0948,Habituation,FVO,Reaction,Departure,2
Janosch_FRF_23112022_0948,Habituation,FVO,Reaction,Distance,5
Janosch_FRF_23112022_0948,Habituation,FVO,Reaction,Other,1
Janosch_FRF_23112022_0948,Habituation,HSH,Reaction,None,5
Janosch_FRF_23112022_0948,Habituation,Look,Reaction,At speaker,17
Janosch_FRF_23112022_0948,Habituation,Look,Reaction,Away from speaker,20
Janosch_FRF_23112022_0948,Habituation,Voc,Reaction,Contact,1
Janosch_FRF_23112022_0948,Silence_1,Agn,Interaction,Towards other,1
Janosch_FRF_23112022_0948,Silence_1,Look,Reaction,At speaker,3
Janosch_FRF_23112022_0948,Silence_1,Look,Reaction,Away from speaker,9
Janosch_FRF_23112022_0948,Silence_2,Look,Reaction,At speaker,14
Janosch_FRF_23112022_0948,Silence_2,Look,Reaction,Away from speaker,2
Janosch_FRF_23112022_0948,Silence_2,Voc,Reaction,Contact,4
Janosch_FRF_23112022_0948,Silence_3,FVO,Reaction,Distance,1
Janosch_FRF_23112022_0948,Silence_3,FVO,Reaction,Other,5
Janosch_FRF_23112022_0948,Silence_3,Look,Reaction,Away from speaker,5
Janosch_PRF_03112022_0929,Dishabituation,FVO,Reaction,Distance,20
Janosch_PRF_03112022_0929,Dishabituation,FVO,Reaction,Other,10
Janosch_PRF_03112022_0929,Dishabituation,HSH,Reaction,None,2
Janosch_PRF_03112022_0929,Dishabituation,Look,Reaction,At speaker,37
Janosch_PRF_03112022_0929,Dishabituation,Voc,Reaction,Contact,4
Janosch_PRF_03112022_0929,Habituation,Agn,Interaction,Towards other,2
Janosch_PRF_03112022_0929,Habituation,FVO,Reaction,Distance,16
Janosch_PRF_03112022_0929,Habituation,FVO,Reaction,Other,35
Janosch_PRF_03112022_0929,Habituation,HSH,Reaction,None,11
Janosch_PRF_03112022_0929,Habituation,Look,Reaction,At speaker,62
Janosch_PRF_03112022_0929,Habituation,Look,Reaction,Away from speaker,58
Janosch_PRF_03112022_0929,Habituation,Voc,Reaction,Contact,14
Janosch_PRF_03112022_0929,Silence_1,Look,Reaction,At speaker,2
Janosch_PRF_03112022_0929,Silence_2,HSH,Reaction,None,1
Janosch_PRF_03112022_0929,Silence_2,Look,Reaction,At speaker,12
Janosch_PRF_03112022_0929,Silence_2,Voc,Reaction,Contact,4
Janosch_PRF_03112022_0929,Silence_3,FVO,Reaction,Distance,2
Janosch_PRF_03112022_0929,Silence_3,FVO,Reaction,Other,3
Janosch_PRF_03112022_0929,Silence_3,Look,Reaction,At speaker,8
JB_FC_15112022_1022,Dishabituation,FVO,Reaction,Distance,3
JB_FC_15112022_1022,Dishabituation,FVO,Reaction,Other,2
JB_FC_15112022_1022,Dishabituation,HSH,Reaction,None,2
JB_FC_15112022_1022,Dishabituation,Look,Reaction,At speaker,4
JB_FC_15112022_1022,Dishabituation,Look,Reaction,Away from speaker,64
JB_FC_15112022_1022,Habituation,FVO,Reaction,Other,1
JB_FC_15112022_1022,Habituation,HSH,Reaction,None,1
JB_FC_15112022_1022,Habituation,Look,Reaction,At speaker,9
JB_FC_15112022_1022,Habituation,Look,Reaction,Away from speaker,94
JB_FC_15112022_1022,Silence_1,FVO,Reaction,Distance,3
JB_FC_15112022_1022,Silence_1,Look,Reaction,At speaker,3
JB_FC_15112022_1022,Silence_1,Look,Reaction,Away from speaker,32
JB_FC_15112022_1022,Silence_2,Look,Reaction,At speaker,7
JB_FC_15112022_1022,Silence_2,Look,Reaction,Away from speaker,15
JB_FC_15112022_1022,Silence_3,HSH,Reaction,None,1
JB_FC_15112022_1022,Silence_3,Look,Reaction,At speaker,7
JB_FC_15112022_1022,Silence_3,Look,Reaction,Away from speaker,11
JB_FC_16102022_0944,Dishabituation,HSH,Reaction,None,1
JB_FC_16102022_0944,Dishabituation,Look,Reaction,At speaker,8
JB_FC_16102022_0944,Habituation,HSH,Reaction,None,1
JB_FC_16102022_0944,Habituation,Look,Reaction,At speaker,1
JB_FC_16102022_0944,Habituation,Look,Reaction,Away from speaker,14
JB_FC_16102022_0944,Habituation,Voc,Reaction,Contact,1
JB_FC_16102022_0944,Silence_1,Look,Reaction,At speaker,4
JB_FC_16102022_0944,Silence_1,Look,Reaction,Away from speaker,7
JB_FC_16102022_0944,Silence_2,Look,Reaction,At speaker,2
JB_FC_16102022_0944,Silence_3,HSH,Reaction,None,1
JB_FC_16102022_0944,Silence_3,Look,Reaction,At speaker,4
JB_FC_16102022_0944,Silence_3,Look,Reaction,Away from speaker,2
JB_FRF_19102022_1130,Dishabituation,Fllw,Interaction,Kin,4
JB_FRF_19102022_1130,Dishabituation,HSH,Reaction,None,5
JB_FRF_19102022_1130,Dishabituation,Htlt,Reaction,None,1
JB_FRF_19102022_1130,Dishabituation,Look,Reaction,At speaker,3
JB_FRF_19102022_1130,Dishabituation,Look,Reaction,Away from speaker,24
JB_FRF_19102022_1130,Dishabituation,Voc,Reaction,Contact,1
JB_FRF_19102022_1130,Habituation,HSH,Reaction,None,9
JB_FRF_19102022_1130,Habituation,Look,Reaction,At speaker,2
JB_FRF_19102022_1130,Habituation,Look,Reaction,Away from speaker,22
JB_FRF_19102022_1130,Silence_1,Look,Reaction,At speaker,2
JB_FRF_19102022_1130,Silence_1,Look,Reaction,Away from speaker,1
JB_FRF_19102022_1130,Silence_2,HSH,Reaction,None,1
JB_FRF_19102022_1130,Silence_2,Look,Reaction,Away from speaker,7
JB_FRF_19102022_1130,Silence_3,HSH,Reaction,None,1
JB_FRF_19102022_1130,Silence_3,Look,Reaction,At speaker,3
JB_FRF_19102022_1130,Silence_3,Look,Reaction,Away from speaker,4
JB_FRF_22112022_1040,Dishabituation,HSH,Reaction,None,11
JB_FRF_22112022_1040,Dishabituation,Look,Reaction,At speaker,5
JB_FRF_22112022_1040,Dishabituation,Look,Reaction,Away from speaker,22
JB_FRF_22112022_1040,Dishabituation,Voc,Reaction,Contact,1
JB_FRF_22112022_1040,Habituation,Fllw,Interaction,Kin,2
JB_FRF_22112022_1040,Habituation,HSH,Reaction,None,2
JB_FRF_22112022_1040,Habituation,Look,Reaction,At speaker,16
JB_FRF_22112022_1040,Habituation,Look,Reaction,Away from speaker,34
JB_FRF_22112022_1040,Silence_1,HSH,Reaction,None,3
JB_FRF_22112022_1040,Silence_1,Look,Reaction,At speaker,15
JB_FRF_22112022_1040,Silence_1,Look,Reaction,Away from speaker,12
JB_FRF_22112022_1040,Silence_2,Look,Reaction,Away from speaker,1
JB_FRF_22112022_1040,Silence_3,Fllw,Interaction,Kin,1
JB_FRF_22112022_1040,Silence_3,HSH,Reaction,None,2
JB_FRF_22112022_1040,Silence_3,Look,Reaction,At speaker,4
JB_FRF_22112022_1040,Silence_3,Look,Reaction,Away from speaker,8
JB_FRP_27102022_1130,Dishabituation,Agn,Interaction,Towards other,1
JB_FRP_27102022_1130,Dishabituation,Fllw,Interaction,Kin,4
JB_FRP_27102022_1130,Dishabituation,HSH,Reaction,None,3
JB_FRP_27102022_1130,Dishabituation,Look,Reaction,At speaker,1
JB_FRP_27102022_1130,Dishabituation,Look,Reaction,Away from speaker,49
JB_FRP_27102022_1130,Habituation,Look,Reaction,At speaker,6
JB_FRP_27102022_1130,Habituation,Look,Reaction,Away from speaker,3
JB_FRP_27102022_1130,Silence_1,Fllw,Interaction,Kin,1
JB_FRP_27102022_1130,Silence_1,HSH,Reaction,None,2
JB_FRP_27102022_1130,Silence_1,Look,Reaction,At speaker,9
JB_FRP_27102022_1130,Silence_1,Look,Reaction,Away from speaker,3
JB_FRP_27102022_1130,Silence_2,NA,NA,NA,0
JB_FRP_27102022_1130,Silence_3,HSH,Reaction,None,4
JB_FRP_27102022_1130,Silence_3,Look,Reaction,At speaker,1
JB_FRP_27102022_1130,Silence_3,Look,Reaction,Away from speaker,13
JB_PRF_13112022_1044,Dishabituation,FVO,Reaction,Recruitment,7
JB_PRF_13112022_1044,Dishabituation,Fllw,Interaction,Kin,1
JB_PRF_13112022_1044,Dishabituation,HSH,Reaction,None,1
JB_PRF_13112022_1044,Dishabituation,Look,Reaction,At speaker,10
JB_PRF_13112022_1044,Dishabituation,Look,Reaction,Away from speaker,62
JB_PRF_13112022_1044,Habituation,FVO,Reaction,Recruitment,8
JB_PRF_13112022_1044,Habituation,Fllw,Interaction,Kin,2
JB_PRF_13112022_1044,Habituation,HSH,Reaction,None,3
JB_PRF_13112022_1044,Habituation,Look,Reaction,At speaker,3
JB_PRF_13112022_1044,Habituation,Look,Reaction,Away from speaker,40
JB_PRF_13112022_1044,Habituation,Voc,Reaction,Contact,2
JB_PRF_13112022_1044,Silence_1,Fllw,Interaction,Kin,2
JB_PRF_13112022_1044,Silence_1,HSH,Reaction,None,1
JB_PRF_13112022_1044,Silence_1,Look,Reaction,Away from speaker,20
JB_PRF_13112022_1044,Silence_2,Agn,Interaction,Towards other,1
JB_PRF_13112022_1044,Silence_2,FVO,Reaction,Departure,1
JB_PRF_13112022_1044,Silence_2,FVO,Reaction,Recruitment,8
JB_PRF_13112022_1044,Silence_2,Look,Reaction,Away from speaker,12
JB_PRF_13112022_1044,Silence_3,FVO,Reaction,Recruitment,4
JB_PRF_13112022_1044,Silence_3,Look,Reaction,At speaker,4
Jessica_FC_07112022_0911,Dishabituation,Agn,Interaction,Towards other,1
Jessica_FC_07112022_0911,Dishabituation,FVO,Reaction,Distance,7
Jessica_FC_07112022_0911,Dishabituation,FVO,Reaction,Other,5
Jessica_FC_07112022_0911,Dishabituation,Htlt,Reaction,None,3
Jessica_FC_07112022_0911,Dishabituation,Look,Reaction,At speaker,18
Jessica_FC_07112022_0911,Dishabituation,Look,Reaction,Away from speaker,14
Jessica_FC_07112022_0911,Habituation,FVO,Reaction,Distance,11
Jessica_FC_07112022_0911,Habituation,FVO,Reaction,Other,1
Jessica_FC_07112022_0911,Habituation,Htlt,Reaction,None,2
Jessica_FC_07112022_0911,Habituation,Look,Reaction,At speaker,3
Jessica_FC_07112022_0911,Habituation,Look,Reaction,Away from speaker,18
Jessica_FC_07112022_0911,Silence_1,FVO,Reaction,Distance,2
Jessica_FC_07112022_0911,Silence_1,Look,Reaction,At speaker,9
Jessica_FC_07112022_0911,Silence_1,Look,Reaction,Away from speaker,1
Jessica_FC_07112022_0911,Silence_2,FVO,Reaction,Distance,3
Jessica_FC_07112022_0911,Silence_2,FVO,Reaction,Other,1
Jessica_FC_07112022_0911,Silence_2,Look,Reaction,At speaker,3
Jessica_FC_07112022_0911,Silence_2,Look,Reaction,Away from speaker,2
Jessica_FC_07112022_0911,Silence_3,FVO,Reaction,Distance,3
Jessica_FC_07112022_0911,Silence_3,FVO,Reaction,Other,2
Jessica_FC_07112022_0911,Silence_3,FVO,Reaction,Recruitment,2
Jessica_FC_07112022_0911,Silence_3,Look,Reaction,At speaker,7
Jessica_FC_07112022_0911,Silence_3,Look,Reaction,Away from speaker,1
Jessica_FC_15102022_1559,Dishabituation,FVO,Reaction,Distance,1
Jessica_FC_15102022_1559,Dishabituation,FVO,Reaction,Other,2
Jessica_FC_15102022_1559,Habituation,FVO,Reaction,Distance,1
Jessica_FC_15102022_1559,Habituation,FVO,Reaction,Other,1
Jessica_FC_15102022_1559,Habituation,HSH,Reaction,None,1
Jessica_FC_15102022_1559,Habituation,Htlt,Reaction,None,1
Jessica_FC_15102022_1559,Habituation,Look,Reaction,At speaker,25
Jessica_FC_15102022_1559,Habituation,Look,Reaction,Away from speaker,28
Jessica_FC_15102022_1559,Habituation,Voc,Reaction,Contact,5
Jessica_FC_15102022_1559,Silence_1,FVO,Reaction,Distance,1
Jessica_FC_15102022_1559,Silence_1,FVO,Reaction,Other,1
Jessica_FC_15102022_1559,Silence_1,Look,Reaction,At speaker,11
Jessica_FC_15102022_1559,Silence_1,Look,Reaction,Away from speaker,2
Jessica_FC_15102022_1559,Silence_1,Voc,Reaction,Contact,2
Jessica_FC_15102022_1559,Silence_2,FVO,Reaction,Other,1
Jessica_FC_15102022_1559,Silence_2,Htlt,Reaction,None,1
Jessica_FC_15102022_1559,Silence_2,Look,Reaction,At speaker,1
Jessica_FC_15102022_1559,Silence_3,NA,NA,NA,0
Jessica_FRF_17112022_1027,Dishabituation,FVO,Reaction,Distance,5
Jessica_FRF_17112022_1027,Dishabituation,FVO,Reaction,Other,1
