Observation_id,Phase,Behaviour,Behavioural_category,Modifier,Point_Event_Count
Koarl_FC_14102022_1035,Habituation,Htlt,Reaction,None,1
Koarl_FC_14102022_1035,Habituation,Look,Reaction,At speaker,13
Koarl_FC_14102022_1035,Habituation,Look,Reaction,Away from speaker,3
Koarl_FC_14102022_1035,Silence_1,Agn,Interaction,Towards other,3
Koarl_FC_14102022_1035,Silence_1,Look,Reaction,At speaker,4
Koarl_FC_14102022_1035,Silence_1,Look,Reaction,Away from speaker,1
Koarl_FC_14102022_1035,Silence_2,Look,Reaction,At speaker,3
Koarl_FC_14102022_1035,Silence_3,HSH,Reaction,None,3
Koarl_FC_14102022_1035,Silence_3,Look,Reaction,At speaker,4
Koarl_FC_14102022_1035,Silence_3,Look,Reaction,Away from speaker,3
Koarl_FRF_26102022_1049,Dishabituation,Agn,Interaction,Towards other,1
Koarl_FRF_26102022_1049,Dishabituation,FVO,Reaction,Distance,12
Koarl_FRF_26102022_1049,Dishabituation,FVO,Reaction,Other,16
Koarl_FRF_26102022_1049,Dishabituation,HSH,Reaction,None,3
Koarl_FRF_26102022_1049,Dishabituation,Htlt,Reaction,None,1
Koarl_FRF_26102022_1049,Dishabituation,Look,Reaction,At speaker,9
Koarl_FRF_26102022_1049,Dishabituation,Look,Reaction,Away from speaker,7
Koarl_FRF_26102022_1049,Habituation,Agn,Interaction,Towards other,1
Koarl_FRF_26102022_1049,Habituation,FVO,Reaction,Distance,5
Koarl_FRF_26102022_1049,Habituation,FVO,Reaction,Other,2
Koarl_FRF_26102022_1049,Habituation,HSH,Reaction,None,1
Koarl_FRF_26102022_1049,Habituation,Htlt,Reaction,None,2
Koarl_FRF_26102022_1049,Habituation,Look,Reaction,At speaker,15
Koarl_FRF_26102022_1049,Habituation,Look,Reaction,Away from speaker,16
Koarl_FRF_26102022_1049,Habituation,Voc,Reaction,Contact,4
Koarl_FRF_26102022_1049,Silence_1,FVO,Reaction,Distance,1
Koarl_FRF_26102022_1049,Silence_1,Htlt,Reaction,None,1
Koarl_FRF_26102022_1049,Silence_1,Look,Reaction,At speaker,1
Koarl_FRF_26102022_1049,Silence_1,Look,Reaction,Away from speaker,1
Koarl_FRF_26102022_1049,Silence_2,Agn,Interaction,Towards other,3
Koarl_FRF_26102022_1049,Silence_2,FVO,Reaction,Distance,9
Koarl_FRF_26102022_1049,Silence_2,HSH,Reaction,None,2
Koarl_FRF_26102022_1049,Silence_2,Look,Reaction,At speaker,10
Koarl_FRF_26102022_1049,Silence_2,Look,Reaction,Away from speaker,8
Koarl_FRF_26102022_1049,Silence_2,Voc,Reaction,Distance,1
Koarl_FRF_26102022_1049,Silence_3,NA,NA,NA,0
Koarl_PRF_28102022_0957,Dishabituation,FVO,Reaction,Distance,12
Koarl_PRF_28102022_0957,Dishabituation,FVO,Reaction,Other,1
Koarl_PRF_28102022_0957,Dishabituation,HSH,Reaction,None,3
Koarl_PRF_28102022_0957,Dishabituation,Htlt,Reaction,None,1
Koarl_PRF_28102022_0957,Dishabituation,Look,Reaction,At speaker,20
Koarl_PRF_28102022_0957,Dishabituation,Look,Reaction,Away from speaker,4
Koarl_PRF_28102022_0957,Habituation,FVO,Reaction,Distance,20
Koarl_PRF_28102022_0957,Habituation,FVO,Reaction,Other,1
Koarl_PRF_28102022_0957,Habituation,Htlt,Reaction,None,2
Koarl_PRF_28102022_0957,Habituation,Look,Reaction,At speaker,3
Koarl_PRF_28102022_0957,Habituation,Look,Reaction,Away from speaker,3
Koarl_PRF_28102022_0957,Silence_1,FVO,Reaction,Distance,9
Koarl_PRF_28102022_0957,Silence_1,FVO,Reaction,Other,4
Koarl_PRF_28102022_0957,Silence_1,HSH,Reaction,None,1
Koarl_PRF_28102022_0957,Silence_1,Htlt,Reaction,None,6
Koarl_PRF_28102022_0957,Silence_1,Look,Reaction,At speaker,14
Koarl_PRF_28102022_0957,Silence_1,Look,Reaction,Away from speaker,15
Koarl_PRF_28102022_0957,Silence_2,FVO,Reaction,Distance,4
Koarl_PRF_28102022_0957,Silence_2,Look,Reaction,At speaker,3
Koarl_PRF_28102022_0957,Silence_3,FVO,Reaction,Distance,1
Krummel_FC_15102022_1613,Dishabituation,HSH,Reaction,None,1
Krummel_FC_15102022_1613,Dishabituation,Look,Reaction,At speaker,3
Krummel_FC_15102022_1613,Dishabituation,Look,Reaction,Away from speaker,3
Krummel_FC_15102022_1613,Habituation,HSH,Reaction,None,3
Krummel_FC_15102022_1613,Habituation,Look,Reaction,At speaker,2
Krummel_FC_15102022_1613,Habituation,Look,Reaction,Away from speaker,6
Krummel_FC_15102022_1613,Silence_1,Look,Reaction,Away from speaker,5
Krummel_FC_15102022_1613,Silence_2,Look,Reaction,At speaker,1
Krummel_FC_15102022_1613,Silence_3,FVO,Reaction,Other,1
Krummel_FC_15102022_1613,Silence_3,Look,Reaction,Away from speaker,5
Krummel_FC_15102022_1613,Silence_3,Voc,Reaction,Contact,4
Krummel_FRF_29102022_1014,Dishabituation,FVO,Reaction,Distance,35
Krummel_FRF_29102022_1014,Dishabituation,FVO,Reaction,Other,2
Krummel_FRF_29102022_1014,Dishabituation,HSH,Reaction,None,1
Krummel_FRF_29102022_1014,Dishabituation,Look,Reaction,At speaker,3
Krummel_FRF_29102022_1014,Dishabituation,Look,Reaction,Away from speaker,3
Krummel_FRF_29102022_1014,Dishabituation,Voc,Reaction,Contact,1
Krummel_FRF_29102022_1014,Habituation,FVO,Reaction,Distance,28
Krummel_FRF_29102022_1014,Habituation,FVO,Reaction,Other,11
Krummel_FRF_29102022_1014,Silence_1,FVO,Reaction,Distance,2
Krummel_FRF_29102022_1014,Silence_1,HSH,Reaction,None,1
Krummel_FRF_29102022_1014,Silence_1,Look,Reaction,At speaker,2
Krummel_FRF_29102022_1014,Silence_2,FVO,Reaction,Distance,8
Krummel_FRF_29102022_1014,Silence_3,FVO,Reaction,Distance,1
Krummel_FRF_29102022_1014,Silence_3,HSH,Reaction,None,1
Krummel_FRF_29102022_1014,Silence_3,Htlt,Reaction,None,1
Krummel_FRF_29102022_1014,Silence_3,Look,Reaction,At speaker,8
Krummel_FRF_29102022_1014,Silence_3,Look,Reaction,Away from speaker,4
Krummel_FRF_29102022_1014,Silence_3,Voc,Reaction,Contact,1
Krummel_FRP_24102022_1027,Dishabituation,Agn,Interaction,Towards other,1
Krummel_FRP_24102022_1027,Dishabituation,FVO,Reaction,Distance,6
Krummel_FRP_24102022_1027,Dishabituation,FVO,Reaction,Other,39
Krummel_FRP_24102022_1027,Dishabituation,Fllw,Interaction,Kin,1
Krummel_FRP_24102022_1027,Dishabituation,HSH,Reaction,None,2
Krummel_FRP_24102022_1027,Dishabituation,Htlt,Reaction,None,6
Krummel_FRP_24102022_1027,Dishabituation,Look,Reaction,At speaker,26
Krummel_FRP_24102022_1027,Dishabituation,Look,Reaction,Away from speaker,36
Krummel_FRP_24102022_1027,Dishabituation,Voc,Reaction,Contact,8
Krummel_FRP_24102022_1027,Dishabituation,Voc,Reaction,Other,6
Krummel_FRP_24102022_1027,Habituation,FVO,Reaction,Distance,6
Krummel_FRP_24102022_1027,Habituation,FVO,Reaction,Other,16
Krummel_FRP_24102022_1027,Habituation,HSH,Reaction,None,2
Krummel_FRP_24102022_1027,Habituation,Htlt,Reaction,None,3
Krummel_FRP_24102022_1027,Habituation,Look,Reaction,At speaker,16
Krummel_FRP_24102022_1027,Habituation,Look,Reaction,Away from speaker,7
Krummel_FRP_24102022_1027,Silence_1,Agn,Interaction,Towards other,5
Krummel_FRP_24102022_1027,Silence_1,FVO,Reaction,Distance,7
Krummel_FRP_24102022_1027,Silence_1,FVO,Reaction,Other,12
Krummel_FRP_24102022_1027,Silence_1,Fllw,Interaction,Kin,1
Krummel_FRP_24102022_1027,Silence_1,HSH,Reaction,None,11
Krummel_FRP_24102022_1027,Silence_1,Htlt,Reaction,None,4
Krummel_FRP_24102022_1027,Silence_1,Look,Reaction,At speaker,16
Krummel_FRP_24102022_1027,Silence_1,Look,Reaction,Away from speaker,22
Krummel_FRP_24102022_1027,Silence_2,FVO,Reaction,Distance,1
Krummel_FRP_24102022_1027,Silence_3,FVO,Reaction,Other,7
L'amour_FC_09112022_1028,Dishabituation,FVO,Reaction,Departure,6
L'amour_FC_09112022_1028,Dishabituation,FVO,Reaction,Distance,15
L'amour_FC_09112022_1028,Dishabituation,Look,Reaction,At speaker,5
L'amour_FC_09112022_1028,Dishabituation,Look,Reaction,Away from speaker,5
L'amour_FC_09112022_1028,Habituation,Agn,Interaction,Towards other,2
L'amour_FC_09112022_1028,Habituation,FVO,Reaction,Departure,4
L'amour_FC_09112022_1028,Habituation,FVO,Reaction,Distance,15
L'amour_FC_09112022_1028,Habituation,FVO,Reaction,Other,8
L'amour_FC_09112022_1028,Habituation,Fllw,Interaction,Kin,1
L'amour_FC_09112022_1028,Habituation,Htlt,Reaction,None,1
L'amour_FC_09112022_1028,Habituation,Look,Reaction,At speaker,21
L'amour_FC_09112022_1028,Habituation,Look,Reaction,Away from speaker,35
L'amour_FC_09112022_1028,Silence_1,Agn,Interaction,Towards other,2
L'amour_FC_09112022_1028,Silence_1,FVO,Reaction,Distance,4
L'amour_FC_09112022_1028,Silence_1,FVO,Reaction,Other,3
L'amour_FC_09112022_1028,Silence_1,Look,Reaction,Away from speaker,9
L'amour_FC_09112022_1028,Silence_2,Look,Reaction,At speaker,9
L'amour_FC_09112022_1028,Silence_3,FVO,Reaction,Other,1
L'amour_FC_09112022_1028,Silence_3,Htlt,Reaction,None,3
L'amour_FC_09112022_1028,Silence_3,Look,Reaction,Away from speaker,11
L'amour_FRF_20112022_0955,Dishabituation,Agn,Interaction,Towards other,1
L'amour_FRF_20112022_0955,Dishabituation,FVO,Reaction,Distance,2
L'amour_FRF_20112022_0955,Dishabituation,FVO,Reaction,Other,6
L'amour_FRF_20112022_0955,Dishabituation,HSH,Reaction,None,1
L'amour_FRF_20112022_0955,Dishabituation,Htlt,Reaction,None,2
L'amour_FRF_20112022_0955,Dishabituation,Look,Reaction,At speaker,11
L'amour_FRF_20112022_0955,Dishabituation,Look,Reaction,Away from speaker,9
L'amour_FRF_20112022_0955,Habituation,FVO,Reaction,Distance,2
L'amour_FRF_20112022_0955,Habituation,FVO,Reaction,Other,5
L'amour_FRF_20112022_0955,Habituation,HSH,Reaction,None,3
L'amour_FRF_20112022_0955,Habituation,Htlt,Reaction,None,1
L'amour_FRF_20112022_0955,Habituation,Look,Reaction,At speaker,8
L'amour_FRF_20112022_0955,Habituation,Look,Reaction,Away from speaker,7
L'amour_FRF_20112022_0955,Silence_1,FVO,Reaction,Distance,2
L'amour_FRF_20112022_0955,Silence_1,FVO,Reaction,Other,5
L'amour_FRF_20112022_0955,Silence_1,HSH,Reaction,None,1
L'amour_FRF_20112022_0955,Silence_1,Htlt,Reaction,None,1
L'amour_FRF_20112022_0955,Silence_1,Look,Reaction,At speaker,11
L'amour_FRF_20112022_0955,Silence_1,Look,Reaction,Away from speaker,2
L'amour_FRF_20112022_0955,Silence_2,FVO,Reaction,Distance,2
L'amour_FRF_20112022_0955,Silence_2,HSH,Reaction,None,1
L'amour_FRF_20112022_0955,Silence_2,Look,Reaction,At speaker,2
L'amour_FRF_20112022_0955,Silence_2,Look,Reaction,Away from speaker,4
L'amour_FRF_20112022_0955,Silence_3,FVO,Reaction,Other,1
L'amour_FRF_20112022_0955,Silence_3,HSH,Reaction,None,1
L'amour_FRF_20112022_0955,Silence_3,Htlt,Reaction,None,1
L'amour_FRF_20112022_0955,Silence_3,Look,Reaction,Away from speaker,1
L'amour_PRF_11112022_0915,Dishabituation,FVO,Reaction,Distance,3
L'amour_PRF_11112022_0915,Dishabituation,Fllw,Interaction,Kin,4
L'amour_PRF_11112022_0915,Dishabituation,HSH,Reaction,None,1
L'amour_PRF_11112022_0915,Dishabituation,Look,Reaction,At speaker,5
L'amour_PRF_11112022_0915,Dishabituation,Look,Reaction,Away from speaker,75
L'amour_PRF_11112022_0915,Dishabituation,Voc,Reaction,Contact,1
L'amour_PRF_11112022_0915,Habituation,FVO,Reaction,Distance,5
L'amour_PRF_11112022_0915,Habituation,FVO,Reaction,Other,4
L'amour_PRF_11112022_0915,Habituation,HSH,Reaction,None,1
L'amour_PRF_11112022_0915,Habituation,Htlt,Reaction,None,2
L'amour_PRF_11112022_0915,Habituation,Look,Reaction,At speaker,13
L'amour_PRF_11112022_0915,Habituation,Look,Reaction,Away from speaker,7
L'amour_PRF_11112022_0915,Habituation,Voc,Reaction,Contact,6
L'amour_PRF_11112022_0915,Silence_1,FVO,Reaction,Distance,3
L'amour_PRF_11112022_0915,Silence_1,FVO,Reaction,Other,3
L'amour_PRF_11112022_0915,Silence_1,HSH,Reaction,None,1
L'amour_PRF_11112022_0915,Silence_1,Htlt,Reaction,None,1
L'amour_PRF_11112022_0915,Silence_1,Look,Reaction,At speaker,4
L'amour_PRF_11112022_0915,Silence_1,Look,Reaction,Away from speaker,2
L'amour_PRF_11112022_0915,Silence_2,FVO,Reaction,Distance,2
L'amour_PRF_11112022_0915,Silence_2,Fllw,Interaction,Kin,1
L'amour_PRF_11112022_0915,Silence_2,Look,Reaction,At speaker,10
L'amour_PRF_11112022_0915,Silence_2,Look,Reaction,Away from speaker,6
L'amour_PRF_11112022_0915,Silence_2,Voc,Reaction,Contact,1
L'amour_PRF_11112022_0915,Silence_3,Look,Reaction,At speaker,3
L'amour_PRF_11112022_0915,Silence_3,Look,Reaction,Away from speaker,2
Lando_FC_12112022_0911,Dishabituation,FVO,Reaction,Distance,10
Lando_FC_12112022_0911,Dishabituation,FVO,Reaction,Other,22
Lando_FC_12112022_0911,Dishabituation,Look,Reaction,At speaker,15
Lando_FC_12112022_0911,Dishabituation,Look,Reaction,Away from speaker,16
Lando_FC_12112022_0911,Dishabituation,Voc,Reaction,Contact,3
Lando_FC_12112022_0911,Dishabituation,Voc,Reaction,Distance,2
Lando_FC_12112022_0911,Dishabituation,Voc,Reaction,Other,8
Lando_FC_12112022_0911,Habituation,FVO,Reaction,Distance,5
Lando_FC_12112022_0911,Habituation,FVO,Reaction,Other,5
Lando_FC_12112022_0911,Habituation,HSH,Reaction,None,1
Lando_FC_12112022_0911,Habituation,Look,Reaction,At speaker,48
Lando_FC_12112022_0911,Habituation,Look,Reaction,Away from speaker,2
Lando_FC_12112022_0911,Habituation,Voc,Reaction,Contact,2
Lando_FC_12112022_0911,Habituation,Voc,Reaction,Other,1
Lando_FC_12112022_0911,Silence_1,FVO,Reaction,Distance,1
Lando_FC_12112022_0911,Silence_1,HSH,Reaction,None,1
Lando_FC_12112022_0911,Silence_1,Look,Reaction,At speaker,16
Lando_FC_12112022_0911,Silence_2,FVO,Reaction,Distance,2
Lando_FC_12112022_0911,Silence_2,FVO,Reaction,Other,1
Lando_FC_12112022_0911,Silence_2,Look,Reaction,At speaker,6
Lando_FC_12112022_0911,Silence_3,Htlt,Reaction,None,1
Lando_FC_12112022_0911,Silence_3,Look,Reaction,Away from speaker,7
Lando_FC_14102022_1049,Dishabituation,FVO,Reaction,Distance,6
Lando_FC_14102022_1049,Dishabituation,FVO,Reaction,Other,3
Lando_FC_14102022_1049,Dishabituation,Look,Reaction,At speaker,1
Lando_FC_14102022_1049,Dishabituation,Look,Reaction,Away from speaker,4
Lando_FC_14102022_1049,Habituation,FVO,Reaction,Distance,5
Lando_FC_14102022_1049,Silence_1,FVO,Reaction,Distance,1
Lando_FC_14102022_1049,Silence_2,FVO,Reaction,Distance,5
Lando_FC_14102022_1049,Silence_3,FVO,Reaction,Other,1
Lando_FRF_24112022_1041,Dishabituation,Agn,Interaction,Towards other,2
Lando_FRF_24112022_1041,Dishabituation,FVO,Reaction,Distance,1
Lando_FRF_24112022_1041,Dishabituation,FVO,Reaction,Other,5
Lando_FRF_24112022_1041,Dishabituation,Fllw,Interaction,Kin,1
Lando_FRF_24112022_1041,Dishabituation,HSH,Reaction,None,5
Lando_FRF_24112022_1041,Dishabituation,Htlt,Reaction,None,1
Lando_FRF_24112022_1041,Dishabituation,Look,Reaction,At speaker,19
Lando_FRF_24112022_1041,Dishabituation,Look,Reaction,Away from speaker,19
Lando_FRF_24112022_1041,Dishabituation,Voc,Reaction,Contact,2
Lando_FRF_24112022_1041,Habituation,HSH,Reaction,None,1
Lando_FRF_24112022_1041,Habituation,Htlt,Reaction,None,4
Lando_FRF_24112022_1041,Habituation,Look,Reaction,At speaker,4
Lando_FRF_24112022_1041,Habituation,Look,Reaction,Away from speaker,6
Lando_FRF_24112022_1041,Silence_1,HSH,Reaction,None,4
Lando_FRF_24112022_1041,Silence_1,Look,Reaction,At speaker,17
Lando_FRF_24112022_1041,Silence_1,Look,Reaction,Away from speaker,6
Lando_FRF_24112022_1041,Silence_1,Voc,Reaction,Contact,2
Lando_FRF_24112022_1041,Silence_2,NA,NA,NA,0
Lando_FRF_24112022_1041,Silence_3,Agn,Interaction,Towards other,1
Lando_FRF_24112022_1041,Silence_3,HSH,Reaction,None,1
Lando_FRF_24112022_1041,Silence_3,Look,Reaction,At speaker,2
Lando_FRF_24112022_1041,Silence_3,Look,Reaction,Away from speaker,6
Lando_FRF_24112022_1041,Silence_3,Voc,Reaction,Contact,3
Lando_FRF_24112022_1041,Silence_3,Voc,Reaction,Other,2
Lando_FRF_25102022_1007,Dishabituation,FVO,Reaction,Distance,27
Lando_FRF_25102022_1007,Dishabituation,FVO,Reaction,Other,2
Lando_FRF_25102022_1007,Dishabituation,FVO,Reaction,Recruitment,1
Lando_FRF_25102022_1007,Dishabituation,Htlt,Reaction,None,10
Lando_FRF_25102022_1007,Dishabituation,Look,Reaction,At speaker,3
Lando_FRF_25102022_1007,Dishabituation,Look,Reaction,Away from speaker,46
Lando_FRF_25102022_1007,Dishabituation,Voc,Reaction,Contact,1
Lando_FRF_25102022_1007,Dishabituation,Voc,Reaction,Recruitment,9
Lando_FRF_25102022_1007,Habituation,Agn,Interaction,Towards other,3
Lando_FRF_25102022_1007,Habituation,FVO,Reaction,Distance,13
Lando_FRF_25102022_1007,Habituation,FVO,Reaction,Other,1
Lando_FRF_25102022_1007,Habituation,FVO,Reaction,Recruitment,1
Lando_FRF_25102022_1007,Habituation,Htlt,Reaction,None,5
Lando_FRF_25102022_1007,Habituation,Look,Reaction,At speaker,9
Lando_FRF_25102022_1007,Habituation,Look,Reaction,Away from speaker,46
Lando_FRF_25102022_1007,Habituation,Voc,Reaction,Contact,1
Lando_FRF_25102022_1007,Habituation,Voc,Reaction,Recruitment,1
Lando_FRF_25102022_1007,Silence_1,FVO,Reaction,Distance,4
Lando_FRF_25102022_1007,Silence_1,FVO,Reaction,Other,3
Lando_FRF_25102022_1007,Silence_1,FVO,Reaction,Recruitment,3
Lando_FRF_25102022_1007,Silence_1,Htlt,Reaction,None,1
Lando_FRF_25102022_1007,Silence_1,Look,Reaction,At speaker,6
Lando_FRF_25102022_1007,Silence_1,Look,Reaction,Away from speaker,9
Lando_FRF_25102022_1007,Silence_1,Voc,Reaction,Contact,1
Lando_FRF_25102022_1007,Silence_1,Voc,Reaction,Recruitment,1
Lando_FRF_25102022_1007,Silence_2,FVO,Reaction,Distance,6
Lando_FRF_25102022_1007,Silence_2,Look,Reaction,Away from speaker,4
Lando_FRF_25102022_1007,Silence_2,Voc,Reaction,Contact,1
Lando_FRF_25102022_1007,Silence_2,Voc,Reaction,Recruitment,2
Lando_FRF_25102022_1007,Silence_3,FVO,Reaction,Distance,11
Lando_FRF_25102022_1007,Silence_3,Htlt,Reaction,None,5
Lando_FRF_25102022_1007,Silence_3,Look,Reaction,At speaker,7
Lando_FRF_25102022_1007,Silence_3,Look,Reaction,Away from speaker,3
Lando_FRF_25102022_1007,Silence_3,Voc,Reaction,Recruitment,2
Lando_FRP_11112022_1013,Dishabituation,FVO,Reaction,Other,2
Lando_FRP_11112022_1013,Dishabituation,Htlt,Reaction,None,2
Lando_FRP_11112022_1013,Dishabituation,Look,Reaction,At speaker,3
Lando_FRP_11112022_1013,Dishabituation,Look,Reaction,Away from speaker,2
Lando_FRP_11112022_1013,Dishabituation,Voc,Reaction,Contact,2
Lando_FRP_11112022_1013,Dishabituation,Voc,Reaction,Distance,1
Lando_FRP_11112022_1013,Habituation,NA,NA,NA,0
Lando_FRP_11112022_1013,Silence_1,NA,NA,NA,0
Lando_FRP_11112022_1013,Silence_2,Htlt,Reaction,None,1
Lando_FRP_11112022_1013,Silence_2,Look,Reaction,At speaker,1
Lando_FRP_11112022_1013,Silence_3,FVO,Reaction,Distance,1
Lando_FRP_11112022_1013,Silence_3,Look,Reaction,Away from speaker,1
Lando_FRP_28102022_1040,Dishabituation,FVO,Reaction,Departure,18
Lando_FRP_28102022_1040,Dishabituation,FVO,Reaction,Distance,22
Lando_FRP_28102022_1040,Dishabituation,FVO,Reaction,Other,3
Lando_FRP_28102022_1040,Dishabituation,FVO,Reaction,Recruitment,7
Lando_FRP_28102022_1040,Dishabituation,Look,Reaction,At speaker,6
Lando_FRP_28102022_1040,Dishabituation,Look,Reaction,Away from speaker,2
Lando_FRP_28102022_1040,Dishabituation,Voc,Reaction,Distance,4
Lando_FRP_28102022_1040,Habituation,FVO,Reaction,Departure,11
Lando_FRP_28102022_1040,Habituation,FVO,Reaction,Distance,16
Lando_FRP_28102022_1040,Habituation,FVO,Reaction,Other,6
Lando_FRP_28102022_1040,Habituation,FVO,Reaction,Recruitment,1
Lando_FRP_28102022_1040,Habituation,Look,Reaction,At speaker,7
Lando_FRP_28102022_1040,Habituation,Look,Reaction,Away from speaker,1
Lando_FRP_28102022_1040,Silence_1,FVO,Reaction,Distance,4
Lando_FRP_28102022_1040,Silence_1,FVO,Reaction,Other,5
Lando_FRP_28102022_1040,Silence_2,FVO,Reaction,Distance,3
Lando_FRP_28102022_1040,Silence_2,FVO,Reaction,Other,1
Lando_FRP_28102022_1040,Silence_3,FVO,Reaction,Departure,20
Lando_FRP_28102022_1040,Silence_3,FVO,Reaction,Distance,16
Lauffuss_FC_19102022_1145,Dishabituation,Htlt,Reaction,None,1
Lauffuss_FC_19102022_1145,Dishabituation,Look,Reaction,Away from speaker,1
Lauffuss_FC_19102022_1145,Habituation,Htlt,Reaction,None,5
Lauffuss_FC_19102022_1145,Habituation,Look,Reaction,At speaker,2
Lauffuss_FC_19102022_1145,Habituation,Look,Reaction,Away from speaker,5
Lauffuss_FC_19102022_1145,Silence_1,FVO,Reaction,Distance,1
Lauffuss_FC_19102022_1145,Silence_1,FVO,Reaction,Other,1
Lauffuss_FC_19102022_1145,Silence_1,Htlt,Reaction,None,1
Lauffuss_FC_19102022_1145,Silence_1,Look,Reaction,At speaker,2
Lauffuss_FC_19102022_1145,Silence_1,Look,Reaction,Away from speaker,10
Lauffuss_FC_19102022_1145,Silence_2,NA,NA,NA,0
Lauffuss_FC_19102022_1145,Silence_3,NA,NA,NA,0
Lauffuss_FRF_31102022_0842,Dishabituation,FVO,Reaction,Distance,15
Lauffuss_FRF_31102022_0842,Dishabituation,FVO,Reaction,Other,4
Lauffuss_FRF_31102022_0842,Dishabituation,Fllw,Interaction,Kin,1
Lauffuss_FRF_31102022_0842,Dishabituation,Htlt,Reaction,None,3
Lauffuss_FRF_31102022_0842,Dishabituation,Look,Reaction,At speaker,9
Lauffuss_FRF_31102022_0842,Dishabituation,Look,Reaction,Away from speaker,10
Lauffuss_FRF_31102022_0842,Dishabituation,Voc,Reaction,Contact,1
Lauffuss_FRF_31102022_0842,Habituation,Agn,Interaction,Towards other,1
Lauffuss_FRF_31102022_0842,Habituation,FVO,Reaction,Distance,15
Lauffuss_FRF_31102022_0842,Habituation,HSH,Reaction,None,1
Lauffuss_FRF_31102022_0842,Habituation,Htlt,Reaction,None,5
Lauffuss_FRF_31102022_0842,Habituation,Look,Reaction,At speaker,21
Lauffuss_FRF_31102022_0842,Habituation,Look,Reaction,Away from speaker,13
Lauffuss_FRF_31102022_0842,Silence_1,FVO,Reaction,Distance,8
Lauffuss_FRF_31102022_0842,Silence_1,FVO,Reaction,Other,19
Lauffuss_FRF_31102022_0842,Silence_1,HSH,Reaction,None,1
Lauffuss_FRF_31102022_0842,Silence_1,Look,Reaction,At speaker,8
Lauffuss_FRF_31102022_0842,Silence_1,Look,Reaction,Away from speaker,10
Lauffuss_FRF_31102022_0842,Silence_2,FVO,Reaction,Distance,5
Lauffuss_FRF_31102022_0842,Silence_2,FVO,Reaction,Other,3
Lauffuss_FRF_31102022_0842,Silence_3,FVO,Reaction,Distance,17
Lauffuss_FRF_31102022_0842,Silence_3,FVO,Reaction,Other,16
Laufuss_PRF_30102022_0959,Dishabituation,FVO,Reaction,Departure,1
Laufuss_PRF_30102022_0959,Dishabituation,FVO,Reaction,Recruitment,7
Laufuss_PRF_30102022_0959,Dishabituation,HSH,Reaction,None,1
Laufuss_PRF_30102022_0959,Dishabituation,Htlt,Reaction,None,6
Laufuss_PRF_30102022_0959,Dishabituation,Look,Reaction,At speaker,26
Laufuss_PRF_30102022_0959,Dishabituation,Look,Reaction,Away from speaker,22
Laufuss_PRF_30102022_0959,Dishabituation,Voc,Reaction,Contact,1
Laufuss_PRF_30102022_0959,Dishabituation,Voc,Reaction,Distance,1
Laufuss_PRF_30102022_0959,Dishabituation,Voc,Reaction,Recruitment,2
Laufuss_PRF_30102022_0959,Habituation,FVO,Reaction,Departure,3
Laufuss_PRF_30102022_0959,Habituation,Htlt,Reaction,None,8
Laufuss_PRF_30102022_0959,Habituation,Look,Reaction,At speaker,37
Laufuss_PRF_30102022_0959,Habituation,Look,Reaction,Away from speaker,23
Laufuss_PRF_30102022_0959,Habituation,Voc,Reaction,Distance,2
Laufuss_PRF_30102022_0959,Habituation,Voc,Reaction,Recruitment,2
Laufuss_PRF_30102022_0959,Silence_1,FVO,Reaction,Departure,6
Laufuss_PRF_30102022_0959,Silence_1,Htlt,Reaction,None,1
Laufuss_PRF_30102022_0959,Silence_1,Look,Reaction,At speaker,18
Laufuss_PRF_30102022_0959,Silence_1,Look,Reaction,Away from speaker,14
Laufuss_PRF_30102022_0959,Silence_2,FVO,Reaction,Departure,2
Laufuss_PRF_30102022_0959,Silence_2,HSH,Reaction,None,2
Laufuss_PRF_30102022_0959,Silence_2,Htlt,Reaction,None,2
Laufuss_PRF_30102022_0959,Silence_2,Look,Reaction,At speaker,1
Laufuss_PRF_30102022_0959,Silence_2,Look,Reaction,Away from speaker,12
Laufuss_PRF_30102022_0959,Silence_3,Dep,Locomotion,With kin,1
Laufuss_PRF_30102022_0959,Silence_3,FVO,Reaction,Departure,3
Laufuss_PRF_30102022_0959,Silence_3,FVO,Reaction,Recruitment,2
Laufuss_PRF_30102022_0959,Silence_3,Fllw,Interaction,Kin,1
Laufuss_PRF_30102022_0959,Silence_3,HSH,Reaction,None,1
Laufuss_PRF_30102022_0959,Silence_3,Htlt,Reaction,None,1
Laufuss_PRF_30102022_0959,Silence_3,Look,Reaction,At speaker,32
Laufuss_PRF_30102022_0959,Silence_3,Look,Reaction,Away from speaker,23
Laufuss_PRF_30102022_0959,Silence_3,Voc,Reaction,Contact,3
Laufuss_PRF_30102022_0959,Silence_3,Voc,Reaction,Recruitment,6
Lausbursch_FC_14112022_0901,Dishabituation,FVO,Reaction,Distance,6
Lausbursch_FC_14112022_0901,Dishabituation,Htlt,Reaction,None,3
Lausbursch_FC_14112022_0901,Dishabituation,Look,Reaction,At speaker,17
Lausbursch_FC_14112022_0901,Dishabituation,Look,Reaction,Away from speaker,37
Lausbursch_FC_14112022_0901,Dishabituation,Voc,Reaction,Contact,3
Lausbursch_FC_14112022_0901,Habituation,FVO,Reaction,Distance,4
Lausbursch_FC_14112022_0901,Habituation,HSH,Reaction,None,1
Lausbursch_FC_14112022_0901,Habituation,Htlt,Reaction,None,12
