Observation id	Observation date	Description	Observation duration	Observation type	Source	Media duration (s)	FPS	Focal	Treatment	Date	Time	Position	Weather	Site	Call type	Closeset distance	Subject	Behavior	Behavioral category	Modifier #1	Behavior type	Media file name	Time (mm:ss)	Image index	Image file path	Comment
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	START	261.96	4.37	G:/Individual recognition vids/Blind videos/AF95.MP4	6549	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	STOP	268.88	4.48	G:/Individual recognition vids/Blind videos/AF95.MP4	6722	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	292.28	4.87	G:/Individual recognition vids/Blind videos/AF95.MP4	7307	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	303.00	5.05	G:/Individual recognition vids/Blind videos/AF95.MP4	7575	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	310.52	5.18	G:/Individual recognition vids/Blind videos/AF95.MP4	7763	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	316.80	5.28	G:/Individual recognition vids/Blind videos/AF95.MP4	7920	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Long neck	START	341.56	5.69	G:/Individual recognition vids/Blind videos/AF95.MP4	8539	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	343.92	5.73	G:/Individual recognition vids/Blind videos/AF95.MP4	8598	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	345.60	5.76	G:/Individual recognition vids/Blind videos/AF95.MP4	8640	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	352.08	5.87	G:/Individual recognition vids/Blind videos/AF95.MP4	8802	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	353.76	5.90	G:/Individual recognition vids/Blind videos/AF95.MP4	8844	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	359.00	5.98	G:/Individual recognition vids/Blind videos/AF95.MP4	8975	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	361.60	6.03	G:/Individual recognition vids/Blind videos/AF95.MP4	9040	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	362.52	6.04	G:/Individual recognition vids/Blind videos/AF95.MP4	9063	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Other	POINT	366.08	6.10	G:/Individual recognition vids/Blind videos/AF95.MP4	9152	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	374.92	6.25	G:/Individual recognition vids/Blind videos/AF95.MP4	9373	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Away from speaker	STOP	378.60	6.31	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Towards speaker	START	378.60	6.31	G:/Individual recognition vids/Blind videos/AF95.MP4	9465	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	381.00	6.35	G:/Individual recognition vids/Blind videos/AF95.MP4	9525	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Hab	Playback phase		STOP	382.52	6.38	G:/Individual recognition vids/Blind videos/AF95.MP4	9563	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	387.80	6.46	G:/Individual recognition vids/Blind videos/AF95.MP4	9695	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	391.36	6.52	G:/Individual recognition vids/Blind videos/AF95.MP4	9784	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Long neck	STOP	394.72	6.58	G:/Individual recognition vids/Blind videos/AF95.MP4	9868	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	396.96	6.62	G:/Individual recognition vids/Blind videos/AF95.MP4	9924	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	START	396.96	6.62	G:/Individual recognition vids/Blind videos/AF95.MP4	9924	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	399.52	6.66	G:/Individual recognition vids/Blind videos/AF95.MP4	9988	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	401.68	6.69	G:/Individual recognition vids/Blind videos/AF95.MP4	10042	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	403.04	6.72	G:/Individual recognition vids/Blind videos/AF95.MP4	10076	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	408.04	6.80	G:/Individual recognition vids/Blind videos/AF95.MP4	10201	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Towards speaker	STOP	412.52	6.88	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Away from speaker	START	412.52	6.88	G:/Individual recognition vids/Blind videos/AF95.MP4	10313	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Dhb	Playback phase		START	413.48	6.89	G:/Individual recognition vids/Blind videos/AF95.MP4	10337	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Away from speaker	STOP	421.84	7.03	G:/Individual recognition vids/Blind videos/AF95.MP4	10546	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	424.20	7.07	G:/Individual recognition vids/Blind videos/AF95.MP4	10605	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	429.88	7.16	G:/Individual recognition vids/Blind videos/AF95.MP4	10747	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	431.80	7.20	G:/Individual recognition vids/Blind videos/AF95.MP4	10795	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	439.56	7.33	G:/Individual recognition vids/Blind videos/AF95.MP4	10989	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	442.56	7.38	G:/Individual recognition vids/Blind videos/AF95.MP4	11064	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		HSH	Reaction		POINT	443.04	7.38	G:/Individual recognition vids/Blind videos/AF95.MP4	11076	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	STOP	445.96	7.43	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	Alone	START	445.96	7.43	G:/Individual recognition vids/Blind videos/AF95.MP4	11149	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	451.92	7.53	G:/Individual recognition vids/Blind videos/AF95.MP4	11299	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	454.56	7.58	G:/Individual recognition vids/Blind videos/AF95.MP4	11364	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	461.16	7.69	G:/Individual recognition vids/Blind videos/AF95.MP4	11529	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	464.24	7.74	G:/Individual recognition vids/Blind videos/AF95.MP4	11606	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	Alone	STOP	466.32	7.77	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Away from speaker	START	466.32	7.77	G:/Individual recognition vids/Blind videos/AF95.MP4	11658	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	START	474.20	7.90	G:/Individual recognition vids/Blind videos/AF95.MP4	11855	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Away from speaker	STOP	476.40	7.94	G:/Individual recognition vids/Blind videos/AF95.MP4	11910	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	478.32	7.97	G:/Individual recognition vids/Blind videos/AF95.MP4	11958	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	484.04	8.07	G:/Individual recognition vids/Blind videos/AF95.MP4	12101	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	STOP	485.16	8.09	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	Alone	START	485.16	8.09	G:/Individual recognition vids/Blind videos/AF95.MP4	12129	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	487.28	8.12	G:/Individual recognition vids/Blind videos/AF95.MP4	12182	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	Alone	STOP	488.96	8.15	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Away from speaker	START	488.96	8.15	G:/Individual recognition vids/Blind videos/AF95.MP4	12224	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	START	490.96	8.18	G:/Individual recognition vids/Blind videos/AF95.MP4	12274	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		HSH	Reaction		POINT	493.04	8.22	G:/Individual recognition vids/Blind videos/AF95.MP4	12326	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	499.44	8.32	G:/Individual recognition vids/Blind videos/AF95.MP4	12486	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	503.64	8.39	G:/Individual recognition vids/Blind videos/AF95.MP4	12592	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Away from speaker	STOP	506.76	8.45	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	STOP	506.76	8.45	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	Alone	START	506.76	8.45	G:/Individual recognition vids/Blind videos/AF95.MP4	12669	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	511.04	8.52	G:/Individual recognition vids/Blind videos/AF95.MP4	12776	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	523.08	8.72	G:/Individual recognition vids/Blind videos/AF95.MP4	13077	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	525.48	8.76	G:/Individual recognition vids/Blind videos/AF95.MP4	13137	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	Alone	STOP	526.92	8.78	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Away from speaker	START	526.92	8.78	G:/Individual recognition vids/Blind videos/AF95.MP4	13173	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	551.96	9.20	G:/Individual recognition vids/Blind videos/AF95.MP4	13799	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Agn	Interaction	Towards other	POINT	583.92	9.73	G:/Individual recognition vids/Blind videos/AF95.MP4	14598	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Away from speaker	STOP	586.48	9.77	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Eat	Time budget	Alone	START	586.48	9.77	G:/Individual recognition vids/Blind videos/AF95.MP4	14662	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	628.28	10.47	G:/Individual recognition vids/Blind videos/AF95.MP4	15707	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Dhb	Playback phase		STOP	656.84	10.95	G:/Individual recognition vids/Blind videos/AF95.MP4	16421	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	684.88	11.41	G:/Individual recognition vids/Blind videos/AF95.MP4	17122	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	698.48	11.64	G:/Individual recognition vids/Blind videos/AF95.MP4	17462	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	708.48	11.81	G:/Individual recognition vids/Blind videos/AF95.MP4	17712	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	716.20	11.94	G:/Individual recognition vids/Blind videos/AF95.MP4	17905	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Eat	Time budget	Alone	STOP	726.24	12.10	G:/Individual recognition vids/Blind videos/AF95.MP4	18156	NA
