Observation id	Observation date	Description	Observation duration	Observation type	Source	Media duration (s)	FPS	Focal	Treatment	Date	Time	Position	Weather	Site	Call type	Closeset distance	Subject	Behavior	Behavioral category	Modifier #1	Behavior type	Media file name	Time (mm:ss)	Image index	Image file path	Comment
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	75.32	1.26	G:/Individual recognition vids/Blind videos/AF95.MP4	1883	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	76.96	1.28	G:/Individual recognition vids/Blind videos/AF95.MP4	1924	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	With kin	STOP	78.80	1.31	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	START	78.80	1.31	G:/Individual recognition vids/Blind videos/AF95.MP4	1970	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	STOP	80.12	1.34	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	With kin	START	80.12	1.34	G:/Individual recognition vids/Blind videos/AF95.MP4	2003	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	84.52	1.41	G:/Individual recognition vids/Blind videos/AF95.MP4	2113	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	101.56	1.69	G:/Individual recognition vids/Blind videos/AF95.MP4	2539	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	102.44	1.71	G:/Individual recognition vids/Blind videos/AF95.MP4	2561	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	With kin	STOP	102.76	1.71	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	START	102.76	1.71	G:/Individual recognition vids/Blind videos/AF95.MP4	2569	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	102.80	1.71	G:/Individual recognition vids/Blind videos/AF95.MP4	2570	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	104.96	1.75	G:/Individual recognition vids/Blind videos/AF95.MP4	2624	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	106.44	1.77	G:/Individual recognition vids/Blind videos/AF95.MP4	2661	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	109.48	1.82	G:/Individual recognition vids/Blind videos/AF95.MP4	2737	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Mid neck	STOP	112.12	1.87	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	With kin	START	112.12	1.87	G:/Individual recognition vids/Blind videos/AF95.MP4	2803	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Hab	Playback phase		START	113.44	1.89	G:/Individual recognition vids/Blind videos/AF95.MP4	2836	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	114.52	1.91	G:/Individual recognition vids/Blind videos/AF95.MP4	2863	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	116.08	1.93	G:/Individual recognition vids/Blind videos/AF95.MP4	2902	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	135.96	2.27	G:/Individual recognition vids/Blind videos/AF95.MP4	3399	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	135.96	2.27	G:/Individual recognition vids/Blind videos/AF95.MP4	3399	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	149.84	2.50	G:/Individual recognition vids/Blind videos/AF95.MP4	3746	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	149.84	2.50	G:/Individual recognition vids/Blind videos/AF95.MP4	3746	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		HSH	Reaction		POINT	150.76	2.51	G:/Individual recognition vids/Blind videos/AF95.MP4	3769	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	155.56	2.59	G:/Individual recognition vids/Blind videos/AF95.MP4	3889	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	157.20	2.62	G:/Individual recognition vids/Blind videos/AF95.MP4	3930	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	164.40	2.74	G:/Individual recognition vids/Blind videos/AF95.MP4	4110	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	165.56	2.76	G:/Individual recognition vids/Blind videos/AF95.MP4	4139	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	167.20	2.79	G:/Individual recognition vids/Blind videos/AF95.MP4	4180	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	179.04	2.98	G:/Individual recognition vids/Blind videos/AF95.MP4	4476	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	183.80	3.06	G:/Individual recognition vids/Blind videos/AF95.MP4	4595	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	187.24	3.12	G:/Individual recognition vids/Blind videos/AF95.MP4	4681	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	187.96	3.13	G:/Individual recognition vids/Blind videos/AF95.MP4	4699	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Pre	Time budget	With kin	STOP	189.64	3.16	G:/Individual recognition vids/Blind videos/AF95.MP4	NA	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Long neck	START	189.64	3.16	G:/Individual recognition vids/Blind videos/AF95.MP4	4741	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		HSH	Reaction		POINT	191.80	3.20	G:/Individual recognition vids/Blind videos/AF95.MP4	4795	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	191.80	3.20	G:/Individual recognition vids/Blind videos/AF95.MP4	4795	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	191.92	3.20	G:/Individual recognition vids/Blind videos/AF95.MP4	4798	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	196.88	3.28	G:/Individual recognition vids/Blind videos/AF95.MP4	4922	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		HSH	Reaction		POINT	197.20	3.29	G:/Individual recognition vids/Blind videos/AF95.MP4	4930	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Voc	Reaction	Contact	POINT	197.20	3.29	G:/Individual recognition vids/Blind videos/AF95.MP4	4930	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		HSH	Reaction		POINT	198.40	3.31	G:/Individual recognition vids/Blind videos/AF95.MP4	4960	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Mov	Locomotion	Away from speaker	START	198.64	3.31	G:/Individual recognition vids/Blind videos/AF95.MP4	4966	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		HSH	Reaction		POINT	199.64	3.33	G:/Individual recognition vids/Blind videos/AF95.MP4	4991	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		HSH	Reaction		POINT	203.08	3.38	G:/Individual recognition vids/Blind videos/AF95.MP4	5077	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	204.88	3.41	G:/Individual recognition vids/Blind videos/AF95.MP4	5122	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		HSH	Reaction		POINT	206.16	3.44	G:/Individual recognition vids/Blind videos/AF95.MP4	5154	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Ass	Interaction	Kin	STOP	207.88	3.46	G:/Individual recognition vids/Blind videos/AF95.MP4	5197	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	209.16	3.49	G:/Individual recognition vids/Blind videos/AF95.MP4	5229	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	219.12	3.65	G:/Individual recognition vids/Blind videos/AF95.MP4	5478	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Vig	Time budget	Long neck	STOP	221.60	3.69	G:/Individual recognition vids/Blind videos/AF95.MP4	5540	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	224.96	3.75	G:/Individual recognition vids/Blind videos/AF95.MP4	5624	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	228.92	3.82	G:/Individual recognition vids/Blind videos/AF95.MP4	5723	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	Away from speaker	POINT	232.72	3.88	G:/Individual recognition vids/Blind videos/AF95.MP4	5818	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	254.64	4.24	G:/Individual recognition vids/Blind videos/AF95.MP4	6366	NA
AF95	17/12/2023 20:41		724.88	Media file(s)	player #1:G:/Individual recognition vids/Blind videos/AF95.MP4	726.24	25	Jafar	FRF		2022-09-11T10:00:00	Centre	Overcast	KLF	Departure	1m		Look	Reaction	At speaker	POINT	259.64	4.33	G:/Individual recognition vids/Blind videos/AF95.MP4	6491	NA
